tower_id,operator,technology,has_3g,has_4g,has_5g,power_class,station_type,is_indoor,E_LV95,N_LV95,lat_wgs84,lon_wgs84,source
TOWER_0964,Swisscom SORA,"Technology 3G,4G,5G",True,True,True,medium,Outdoor > 6 Werp,False,2492555,1111652,46.147782,6.047949,BAKOM/geo.admin.ch (22.02.26)
TOWER_0965,Swisscom CSDE,"Technology 3G,4G,5G",True,True,True,medium,Outdoor > 6 Werp,False,2558788,1153170,46.528556,6.901493,BAKOM/geo.admin.ch (22.02.26)
TOWER_0966,Swisscom GGCO,"Technology 3G,4G,5G",True,True,True,low,Indoor ≤ 6 Werp,True,2499966,1118462,46.210174,6.142397,BAKOM/geo.admin.ch (22.02.26)
TOWER_0967,Sunrise VD030-2,"Technology 4G,5G",False,True,True,medium,Outdoor > 6 Werp,False,2540830,1152420,46.520463,6.667543,BAKOM/geo.admin.ch (22.02.26)
TOWER_0968,Swisscom GSGC,"Technology 3G,4G,5G",True,True,True,low,Indoor ≤ 6 Werp,True,2500040,1118532,46.210815,6.143341,BAKOM/geo.admin.ch (22.02.26)
TOWER_0969,Sunrise VD423-1,"Technology 4G,5G",False,True,True,medium,Outdoor > 6 Werp,False,2553726,1145680,46.46085,6.836268,BAKOM/geo.admin.ch (22.02.26)
TOWER_0970,Swisscom MPMS,"Technology 3G,4G",True,True,False,low,Indoor ≤ 6 Werp,True,2527780,1152159,46.516835,6.497533,BAKOM/geo.admin.ch (22.02.26)
TOWER_0971,Swisscom EVTU,"Technology 4G,5G",False,True,True,low,Tunnel,False,2556750,1134245,46.35819,6.876697,BAKOM/geo.admin.ch (22.02.26)
TOWER_0972,Swisscom GEAM,"Technology 3G,4G,5G",True,True,True,medium,Outdoor > 6 Werp,False,2500317,1118976,46.214849,6.146835,BAKOM/geo.admin.ch (22.02.26)
TOWER_0973,Salt GE_7623A,"Technology 3G,4G",True,True,False,low,Indoor ≤ 6 Werp,True,2499733,1118392,46.20951,6.139394,BAKOM/geo.admin.ch (22.02.26)
TOWER_0974,Sunrise VD175-3,"Technology 4G,5G",False,True,True,medium,Outdoor > 6 Werp,False,2538001,1153442,46.5294,6.630541,BAKOM/geo.admin.ch (22.02.26)
TOWER_0975,Sunrise GE464-1,Technology 4G,False,True,False,medium,Outdoor > 6 Werp,False,2504312,1121656,46.239534,6.198049,BAKOM/geo.admin.ch (22.02.26)
TOWER_0976,Sunrise VS957-1,"Technology 4G,5G",False,True,True,low,Tunnel,False,2566425,1119509,46.226186,7.003461,BAKOM/geo.admin.ch (22.02.26)
TOWER_0977,Salt GE_3020D,"Technology 3G,4G",True,True,False,medium,Outdoor > 6 Werp,False,2502393,1112657,46.158318,6.175052,BAKOM/geo.admin.ch (22.02.26)
TOWER_0978,Swisscom LHDJ,"Technology 3G,4G",True,True,False,low,Indoor ≤ 6 Werp,True,2538960,1152910,46.524703,6.64311,BAKOM/geo.admin.ch (22.02.26)
TOWER_0979,Swisscom LAEV,"Technology 3G,4G,5G",True,True,True,medium,Outdoor > 6 Werp,False,2538026,1152787,46.523511,6.630955,BAKOM/geo.admin.ch (22.02.26)
TOWER_0980,Swisscom VION,"Technology 3G,4G,5G",True,True,True,high,Outdoor > 6 Werp,False,2559384,1129682,46.317308,6.911317,BAKOM/geo.admin.ch (22.02.26)
TOWER_0981,Sunrise GE086-1,"Technology 4G,5G",False,True,True,low,Outdoor > 6 Werp,False,2500101,1116138,46.189291,6.144643,BAKOM/geo.admin.ch (22.02.26)
TOWER_0982,Salt GE_2242A,"Technology 3G,4G,5G",True,True,True,medium,Outdoor > 6 Werp,False,2498361,1116550,46.192736,6.122019,BAKOM/geo.admin.ch (22.02.26)
TOWER_0983,Swisscom COVI,"Technology 3G,4G,5G",True,True,True,medium,Outdoor > 6 Werp,False,2495419,1114514,46.173974,6.084372,BAKOM/geo.admin.ch (22.02.26)
TOWER_0984,Sunrise GE041-5,"Technology 4G,5G",False,True,True,medium,Outdoor > 6 Werp,False,2498577,1120389,46.227298,6.123984,BAKOM/geo.admin.ch (22.02.26)
TOWER_0985,Swisscom LALC,"Technology 3G,4G,5G",True,True,True,medium,Outdoor > 6 Werp,False,2534943,1153650,46.530981,6.590657,BAKOM/geo.admin.ch (22.02.26)
TOWER_0986,Salt VD_7069A,"Technology 3G,4G",True,True,False,low,Outdoor > 6 Werp,False,2538270,1152571,46.52159,6.634163,BAKOM/geo.admin.ch (22.02.26)
TOWER_0987,Swisscom BECE,"Technology 3G,4G,5G",True,True,True,medium,Outdoor > 6 Werp,False,2567224,1122199,46.250423,7.013628,BAKOM/geo.admin.ch (22.02.26)
TOWER_0988,Swisscom LSRC,"Technology 4G,5G",False,True,True,medium,Outdoor > 6 Werp,False,2537914,1153090,46.526226,6.629454,BAKOM/geo.admin.ch (22.02.26)
TOWER_0989,Swisscom FOLA,"Technology 3G,4G,5G",True,True,True,medium,Outdoor > 6 Werp,False,2548697,1154651,46.541181,6.769811,BAKOM/geo.admin.ch (22.02.26)
TOWER_0990,Salt VD_5987C,"Technology 3G,4G",True,True,False,medium,Outdoor > 6 Werp,False,2558381,1147521,46.477716,6.896697,BAKOM/geo.admin.ch (22.02.26)
TOWER_0991,Sunrise VD499-4,"Technology 4G,5G",False,True,True,medium,Outdoor > 6 Werp,False,2522797,1152639,46.520596,6.432526,BAKOM/geo.admin.ch (22.02.26)
TOWER_0992,Salt VD_3890A,"Technology 3G,4G,5G",True,True,True,medium,Outdoor > 6 Werp,False,2527396,1151855,46.514059,6.492577,BAKOM/geo.admin.ch (22.02.26)
TOWER_0993,Salt VD_7662A,"Technology 3G,4G",True,True,False,low,Indoor ≤ 6 Werp,True,2514300,1146162,46.461304,6.323007,BAKOM/geo.admin.ch (22.02.26)
TOWER_0994,Swisscom GTRD,"Technology 3G,4G,5G",True,True,True,medium,Outdoor > 6 Werp,False,2501164,1117770,46.204127,6.158064,BAKOM/geo.admin.ch (22.02.26)
TOWER_0995,Salt GE_0060A,"Technology 3G,4G,5G",True,True,True,medium,Outdoor > 6 Werp,False,2493304,1119453,46.218064,6.055863,BAKOM/geo.admin.ch (22.02.26)
TOWER_0996,Swisscom JUEG,"Technology 3G,4G,5G",True,True,True,medium,Outdoor > 6 Werp,False,2509542,1121115,46.235391,6.265949,BAKOM/geo.admin.ch (22.02.26)
TOWER_0997,Swisscom PECE,"Technology 3G,4G,5G",True,True,True,medium,Outdoor > 6 Werp,False,2494072,1113087,46.160929,6.067255,BAKOM/geo.admin.ch (22.02.26)
TOWER_0998,Sunrise VD017-5,"Technology 4G,5G",False,True,True,medium,Outdoor > 6 Werp,False,2541054,1151087,46.508492,6.670632,BAKOM/geo.admin.ch (22.02.26)
TOWER_0999,Swisscom ESE3,"Technology 3G,4G,5G",True,True,True,low,Indoor ≤ 6 Werp,True,2540448,1154764,46.541514,6.662263,BAKOM/geo.admin.ch (22.02.26)
TOWER_1000,Salt VS_0050C,"Technology 3G,4G",True,True,False,medium,Outdoor > 6 Werp,False,2566932,1118372,46.215983,7.010113,BAKOM/geo.admin.ch (22.02.26)
TOWER_1001,Swisscom MFOO,"Technology 3G,4G,5G",True,True,True,medium,Outdoor > 6 Werp,False,2527182,1150778,46.504348,6.489958,BAKOM/geo.admin.ch (22.02.26)
TOWER_1002,Swisscom GJFA,"Technology 3G,4G,5G",True,True,True,medium,Outdoor > 6 Werp,False,2499907,1118376,46.209392,6.141651,BAKOM/geo.admin.ch (22.02.26)
TOWER_1003,Swisscom GNVB,"Technology 3G,4G,5G",True,True,True,medium,Outdoor > 6 Werp,False,2500174,1118285,46.208613,6.14513,BAKOM/geo.admin.ch (22.02.26)
TOWER_1004,Sunrise GE651-1,"Technology 4G,5G",False,True,True,medium,Outdoor > 6 Werp,False,2502040,1125605,46.274726,6.167768,BAKOM/geo.admin.ch (22.02.26)
TOWER_1005,Swisscom LHCA,"Technology 3G,4G",True,True,False,low,Indoor ≤ 6 Werp,True,2538941,1152918,46.524773,6.642861,BAKOM/geo.admin.ch (22.02.26)
TOWER_1006,Swisscom CHLX,"Technology 3G,4G,5G",True,True,True,medium,Outdoor > 6 Werp,False,2506638,1120208,46.226836,6.22849,BAKOM/geo.admin.ch (22.02.26)
TOWER_1007,Swisscom GIDE,"Technology 3G,4G,5G",True,True,True,medium,Outdoor > 6 Werp,False,2506102,1117693,46.204141,6.222048,BAKOM/geo.admin.ch (22.02.26)
TOWER_1008,Salt VD_4503A,"Technology 3G,4G,5G",True,True,True,medium,Outdoor > 6 Werp,False,2527966,1151488,46.510819,6.500061,BAKOM/geo.admin.ch (22.02.26)
TOWER_1009,Swisscom COFI,"Technology 3G,4G",True,True,False,low,Tunnel,False,2495340,1115685,46.184494,6.083087,BAKOM/geo.admin.ch (22.02.26)
TOWER_1010,Swisscom MOMX,"Technology 3G,4G,5G",True,True,True,medium,Outdoor > 6 Werp,False,2563027,1121869,46.247237,6.959233,BAKOM/geo.admin.ch (22.02.26)
TOWER_1011,Salt GE_3001A,"Technology 3G,4G,5G",True,True,True,medium,Outdoor > 6 Werp,False,2500360,1118864,46.213848,6.147416,BAKOM/geo.admin.ch (22.02.26)
TOWER_1012,Salt GE_0601F,"Technology 3G,4G",True,True,False,medium,Outdoor > 6 Werp,False,2499904,1123127,46.252123,6.140594,BAKOM/geo.admin.ch (22.02.26)
TOWER_1013,Salt VS_1372A,"Technology 3G,4G,5G",True,True,True,medium,Outdoor > 6 Werp,False,2557906,1132085,46.338833,6.891912,BAKOM/geo.admin.ch (22.02.26)
TOWER_1014,Salt VD_6079C,"Technology 3G,4G,5G",True,True,True,medium,Outdoor > 6 Werp,False,2501320,1132130,46.333309,6.157047,BAKOM/geo.admin.ch (22.02.26)
TOWER_1015,Swisscom COEY,"Technology 3G,4G,5G",True,True,True,medium,Outdoor > 6 Werp,False,2562061,1124556,46.271354,6.946489,BAKOM/geo.admin.ch (22.02.26)
TOWER_1016,Swisscom MPST,"Technology 3G,4G",True,True,False,low,Indoor ≤ 6 Werp,True,2506994,1122526,46.247735,6.232642,BAKOM/geo.admin.ch (22.02.26)
TOWER_1017,Swisscom MOHC,Technology 4G,False,True,False,low,Indoor ≤ 6 Werp,True,2493807,1120339,46.226113,6.062179,BAKOM/geo.admin.ch (22.02.26)
TOWER_1018,Swisscom LHAN,"Technology 3G,4G",True,True,False,low,Indoor ≤ 6 Werp,True,2537800,1150990,46.507325,6.628251,BAKOM/geo.admin.ch (22.02.26)
TOWER_1019,Swisscom PLLT,"Technology 3G,4G,5G",True,True,True,medium,Outdoor > 6 Werp,False,2537334,1154170,46.535886,6.621749,BAKOM/geo.admin.ch (22.02.26)
TOWER_1020,Swisscom STTR,"Technology 3G,4G,5G",True,True,True,medium,Outdoor > 6 Werp,False,2564820,1126799,46.291681,6.982109,BAKOM/geo.admin.ch (22.02.26)
TOWER_1021,Swisscom VVMO,"Technology 3G,4G,5G",True,True,True,medium,Outdoor > 6 Werp,False,2495319,1119408,46.217976,6.081982,BAKOM/geo.admin.ch (22.02.26)
TOWER_1022,Sunrise VD060-1,"Technology 4G,5G",False,True,True,medium,Outdoor > 6 Werp,False,2530520,1152341,46.518762,6.533207,BAKOM/geo.admin.ch (22.02.26)
TOWER_1023,Sunrise VD025-1,Technology 4G,False,True,False,medium,Outdoor > 6 Werp,False,2538060,1152625,46.522057,6.631419,BAKOM/geo.admin.ch (22.02.26)
TOWER_1024,Sunrise VD443-1,"Technology 4G,5G",False,True,True,medium,Outdoor > 6 Werp,False,2557044,1143716,46.443404,6.87964,BAKOM/geo.admin.ch (22.02.26)
TOWER_1025,Sunrise VD039-1,"Technology 4G,5G",False,True,True,medium,Outdoor > 6 Werp,False,2539275,1155000,46.543531,6.64694,BAKOM/geo.admin.ch (22.02.26)
TOWER_1026,Sunrise GC258-1,Technology 4G,False,True,False,low,Indoor ≤ 6 Werp,True,2496989,1119478,46.218863,6.103605,BAKOM/geo.admin.ch (22.02.26)
TOWER_1027,Swisscom LEPT,"Technology 3G,4G,5G",True,True,True,medium,Outdoor > 6 Werp,False,2565580,1138567,46.397579,6.991101,BAKOM/geo.admin.ch (22.02.26)
TOWER_1028,Swisscom LACA,"Technology 3G,4G,5G",True,True,True,low,Tunnel,False,2535609,1152791,46.523319,6.599457,BAKOM/geo.admin.ch (22.02.26)
TOWER_1029,Salt VD_7904A,Technology 4G,False,True,False,low,Indoor ≤ 6 Werp,True,2535793,1153142,46.526493,6.601806,BAKOM/geo.admin.ch (22.02.26)
TOWER_1030,Swisscom GPTO,"Technology 3G,4G,5G",True,True,True,medium,Outdoor > 6 Werp,False,2504047,1115824,46.187041,6.195811,BAKOM/geo.admin.ch (22.02.26)
TOWER_1031,Sunrise VO229-1,Technology 4G,False,True,False,low,Indoor ≤ 6 Werp,True,2537893,1152735,46.523031,6.629228,BAKOM/geo.admin.ch (22.02.26)
TOWER_1032,Swisscom VREP,"Technology 3G,4G,5G",True,True,True,medium,Outdoor > 6 Werp,False,2502393,1112657,46.158318,6.175052,BAKOM/geo.admin.ch (22.02.26)
TOWER_1033,Sunrise GE019-7,"Technology 4G,5G",False,True,True,medium,Outdoor > 6 Werp,False,2500481,1118689,46.212292,6.149021,BAKOM/geo.admin.ch (22.02.26)
TOWER_1034,Swisscom NYHR,"Technology 4G,5G",False,True,True,medium,Outdoor > 6 Werp,False,2507898,1137289,46.380646,6.241441,BAKOM/geo.admin.ch (22.02.26)
TOWER_1035,Sunrise GE971-1,"Technology 4G,5G",False,True,True,low,Tunnel,False,2494720,1120575,46.228379,6.073957,BAKOM/geo.admin.ch (22.02.26)
TOWER_1036,Swisscom LHCH,"Technology 3G,4G",True,True,False,low,Indoor ≤ 6 Werp,True,2539069,1152967,46.525226,6.644523,BAKOM/geo.admin.ch (22.02.26)
TOWER_1037,Swisscom COPO,"Technology 3G,4G,5G",True,True,True,medium,Outdoor > 6 Werp,False,2503966,1130078,46.315236,6.191829,BAKOM/geo.admin.ch (22.02.26)
TOWER_1038,Sunrise VD157-1,"Technology 4G,5G",False,True,True,medium,Outdoor > 6 Werp,False,2539183,1151589,46.512841,6.64619,BAKOM/geo.admin.ch (22.02.26)
TOWER_1039,Sunrise GE364-1,"Technology 4G,5G",False,True,True,medium,Outdoor > 6 Werp,False,2499435,1116429,46.191809,6.135955,BAKOM/geo.admin.ch (22.02.26)
TOWER_1040,Swisscom GOMF,"Technology 3G,4G",True,True,False,low,Indoor ≤ 6 Werp,True,2500578,1119891,46.223117,6.150022,BAKOM/geo.admin.ch (22.02.26)
TOWER_1041,Swisscom LTRE,"Technology 3G,4G",True,True,False,low,Tunnel,False,2536939,1152797,46.523499,6.616788,BAKOM/geo.admin.ch (22.02.26)
TOWER_1042,Salt VD_0125C,"Technology 3G,4G,5G",True,True,True,medium,Outdoor > 6 Werp,False,2538169,1152006,46.516499,6.632923,BAKOM/geo.admin.ch (22.02.26)
TOWER_1043,Swisscom GGBI,"Technology 3G,4G",True,True,False,low,Indoor ≤ 6 Werp,True,2499499,1119769,46.22186,6.136066,BAKOM/geo.admin.ch (22.02.26)
TOWER_1044,Salt GE_0082A,"Technology 3G,4G,5G",True,True,True,medium,Outdoor > 6 Werp,False,2498521,1121498,46.237264,6.123017,BAKOM/geo.admin.ch (22.02.26)
TOWER_1045,Salt GE_0033A,"Technology 3G,4G,5G",True,True,True,medium,Outdoor > 6 Werp,False,2499415,1114964,46.17863,6.136011,BAKOM/geo.admin.ch (22.02.26)
TOWER_1046,Swisscom LMOG,"Technology 4G,5G",False,True,True,medium,Outdoor > 6 Werp,False,2537025,1153009,46.525414,6.61788,BAKOM/geo.admin.ch (22.02.26)
TOWER_1047,Swisscom LAPA,"Technology 3G,4G,5G",True,True,True,medium,Outdoor > 6 Werp,False,2498365,1114357,46.173013,6.122547,BAKOM/geo.admin.ch (22.02.26)
TOWER_1048,Sunrise VD120-4,"Technology 4G,5G",False,True,True,medium,Outdoor > 6 Werp,False,2539209,1152603,46.521964,6.646395,BAKOM/geo.admin.ch (22.02.26)
TOWER_1049,Swisscom CROR,"Technology 3G,4G",True,True,False,low,Indoor ≤ 6 Werp,True,2499176,1116582,46.193147,6.132568,BAKOM/geo.admin.ch (22.02.26)
TOWER_1050,Swisscom LEES,"Technology 4G,5G",False,True,True,medium,Outdoor > 6 Werp,False,2567801,1133706,46.353962,7.020315,BAKOM/geo.admin.ch (22.02.26)
TOWER_1051,Sunrise GE132-2,"Technology 4G,5G",False,True,True,medium,Outdoor > 6 Werp,False,2498698,1118893,46.213861,6.125876,BAKOM/geo.admin.ch (22.02.26)
TOWER_1052,Swisscom MFRB,"Technology 4G,5G",False,True,True,medium,Outdoor > 6 Werp,False,2495055,1121282,46.23479,6.07814,BAKOM/geo.admin.ch (22.02.26)
TOWER_1053,Swisscom EISR,"Technology 3G,4G,5G",True,True,True,medium,Outdoor > 6 Werp,False,2540665,1154912,46.542864,6.665072,BAKOM/geo.admin.ch (22.02.26)
TOWER_1054,Swisscom GBDT,"Technology 4G,5G",False,True,True,medium,Outdoor > 6 Werp,False,2501010,1117204,46.199013,6.156189,BAKOM/geo.admin.ch (22.02.26)
TOWER_1055,Swisscom GGLO,"Technology 3G,4G,5G",True,True,True,medium,Outdoor > 6 Werp,False,2500356,1117835,46.204592,6.147584,BAKOM/geo.admin.ch (22.02.26)
TOWER_1056,Salt VD_5741B,"Technology 3G,4G,5G",True,True,True,medium,Outdoor > 6 Werp,False,2503775,1139919,46.403723,6.187312,BAKOM/geo.admin.ch (22.02.26)
TOWER_1057,Swisscom MALY,"Technology 3G,4G,5G",True,True,True,low,Indoor ≤ 6 Werp,True,2535660,1153360,46.528442,6.600042,BAKOM/geo.admin.ch (22.02.26)
TOWER_1058,Swisscom VEQP,Technology 4G,False,True,False,low,Outdoor ≤ 6 Werp,False,2554394,1145395,46.458332,6.844991,BAKOM/geo.admin.ch (22.02.26)
TOWER_1059,Swisscom EPPY,"Technology 3G,4G,5G",True,True,True,medium,Outdoor > 6 Werp,False,2547213,1149513,46.494848,6.751052,BAKOM/geo.admin.ch (22.02.26)
TOWER_1060,Salt VD_4530B,"Technology 3G,4G",True,True,False,medium,Outdoor > 6 Werp,False,2505565,1139909,46.403887,6.210588,BAKOM/geo.admin.ch (22.02.26)
TOWER_1061,Swisscom GILR,"Technology 3G,4G",True,True,False,low,Indoor ≤ 6 Werp,True,2513589,1152020,46.513904,6.312658,BAKOM/geo.admin.ch (22.02.26)
TOWER_1062,Swisscom NBAZ,"Technology 3G,4G",True,True,False,low,Indoor ≤ 6 Werp,True,2507326,1136668,46.374982,6.234131,BAKOM/geo.admin.ch (22.02.26)
TOWER_1063,Salt VD_3221A,"Technology 3G,4G",True,True,False,medium,Outdoor > 6 Werp,False,2553860,1154846,46.543311,6.837098,BAKOM/geo.admin.ch (22.02.26)
TOWER_1064,Swisscom MPMP,"Technology 3G,4G",True,True,False,low,Indoor ≤ 6 Werp,True,2553665,1148240,46.483874,6.835218,BAKOM/geo.admin.ch (22.02.26)
TOWER_1065,Swisscom LMUX,"Technology 3G,4G,5G",True,True,True,low,Indoor ≤ 6 Werp,True,2537475,1152249,46.51862,6.623847,BAKOM/geo.admin.ch (22.02.26)
TOWER_1066,Sunrise GE275-1,Technology 4G,False,True,False,low,Indoor ≤ 6 Werp,True,2497870,1121280,46.235205,6.114626,BAKOM/geo.admin.ch (22.02.26)
TOWER_1067,Salt GE_2214A,"Technology 3G,4G,5G",True,True,True,medium,Outdoor > 6 Werp,False,2493883,1119620,46.219658,6.063327,BAKOM/geo.admin.ch (22.02.26)
TOWER_1068,Salt VD_7053C,"Technology 3G,4G,5G",True,True,True,medium,Outdoor > 6 Werp,False,2545542,1148851,46.488759,6.729366,BAKOM/geo.admin.ch (22.02.26)
TOWER_1069,Sunrise GE300-8,"Technology 4G,5G",False,True,True,medium,Outdoor > 6 Werp,False,2505830,1118010,46.206954,6.218461,BAKOM/geo.admin.ch (22.02.26)
TOWER_1070,Swisscom EPVO,"Technology 3G,4G",True,True,False,low,Indoor ≤ 6 Werp,True,2540369,1154825,46.542056,6.661225,BAKOM/geo.admin.ch (22.02.26)
TOWER_1071,Salt VD_0026A,"Technology 3G,4G,5G",True,True,True,medium,Outdoor > 6 Werp,False,2506408,1137961,46.386484,6.221941,BAKOM/geo.admin.ch (22.02.26)
TOWER_1072,SBB BURI-CL-02184,Technology 2G,False,False,False,low,Outdoor > 6 Werp,False,2557141,1144116,46.447008,6.880866,BAKOM/geo.admin.ch (22.02.26)
TOWER_1073,Salt VS_0042B,"Technology 3G,4G,5G",True,True,True,medium,Outdoor > 6 Werp,False,2562995,1122462,46.25257,6.958771,BAKOM/geo.admin.ch (22.02.26)
TOWER_1074,Swisscom GTSP,"Technology 3G,4G",True,True,False,low,Indoor ≤ 6 Werp,True,2499668,1116899,46.196071,6.138872,BAKOM/geo.admin.ch (22.02.26)
TOWER_1075,Salt VD_3827A,"Technology 3G,4G,5G",True,True,True,medium,Outdoor > 6 Werp,False,2534175,1154493,46.538489,6.580527,BAKOM/geo.admin.ch (22.02.26)
TOWER_1076,Swisscom GHNF,"Technology 3G,4G",True,True,False,low,Indoor ≤ 6 Werp,True,2500277,1116272,46.190522,6.146893,BAKOM/geo.admin.ch (22.02.26)
TOWER_1077,Salt GE_7662A,"Technology 3G,4G",True,True,False,low,Indoor ≤ 6 Werp,True,2500100,1118293,46.208674,6.144169,BAKOM/geo.admin.ch (22.02.26)
TOWER_1078,Swisscom RILA,"Technology 3G,4G,5G",True,True,True,high,Outdoor > 6 Werp,False,2549385,1147189,46.47411,6.779597,BAKOM/geo.admin.ch (22.02.26)
TOWER_1079,Swisscom COLB,"Technology 3G,4G,5G",True,True,True,medium,Outdoor > 6 Werp,False,2504430,1121738,46.240288,6.199561,BAKOM/geo.admin.ch (22.02.26)
TOWER_1080,Salt VD_0229F,"Technology 3G,4G,5G",True,True,True,medium,Outdoor > 6 Werp,False,2532955,1153781,46.531963,6.564727,BAKOM/geo.admin.ch (22.02.26)
TOWER_1081,Swisscom LHCU,"Technology 3G,4G",True,True,False,low,Indoor ≤ 6 Werp,True,2539064,1152849,46.524164,6.644473,BAKOM/geo.admin.ch (22.02.26)
TOWER_1082,Salt VD_7099B,"Technology 3G,4G",True,True,False,medium,Outdoor > 6 Werp,False,2555476,1147404,46.476477,6.858882,BAKOM/geo.admin.ch (22.02.26)
TOWER_1083,Sunrise VD020-1,"Technology 4G,5G",False,True,True,medium,Outdoor > 6 Werp,False,2538548,1154834,46.541972,6.637485,BAKOM/geo.admin.ch (22.02.26)
TOWER_1084,Swisscom LEPR,"Technology 3G,4G",True,True,False,low,Indoor ≤ 6 Werp,True,2533258,1152386,46.519445,6.568878,BAKOM/geo.admin.ch (22.02.26)
TOWER_1085,Swisscom GDVI,"Technology 3G,4G",True,True,False,low,Indoor ≤ 6 Werp,True,2501055,1117255,46.199479,6.156761,BAKOM/geo.admin.ch (22.02.26)
TOWER_1086,Salt GE_3001A,"Technology 3G,4G,5G",True,True,True,medium,Outdoor > 6 Werp,False,2500370,1118859,46.213805,6.147547,BAKOM/geo.admin.ch (22.02.26)
TOWER_1087,Salt GE_7866A,"Technology 3G,4G",True,True,False,low,Indoor ≤ 6 Werp,True,2497373,1120807,46.230875,6.108289,BAKOM/geo.admin.ch (22.02.26)
TOWER_1088,Swisscom CATO,"Technology 3G,4G,5G",True,True,True,medium,Outdoor > 6 Werp,False,2551564,1147261,46.474919,6.80796,BAKOM/geo.admin.ch (22.02.26)
TOWER_1089,Swisscom LOVO,"Technology 3G,4G,5G",True,True,True,medium,Outdoor > 6 Werp,False,2530175,1153221,46.526642,6.528579,BAKOM/geo.admin.ch (22.02.26)
TOWER_1090,Swisscom MAP3,"Technology 4G,5G",False,True,True,low,Indoor ≤ 6 Werp,True,2494905,1120031,46.223515,6.076477,BAKOM/geo.admin.ch (22.02.26)
TOWER_1091,Swisscom NNYN,"Technology 3G,4G",True,True,False,low,Indoor ≤ 6 Werp,True,2507315,1137594,46.383309,6.233804,BAKOM/geo.admin.ch (22.02.26)
TOWER_1092,Salt GE_2255A,"Technology 3G,4G,5G",True,True,True,medium,Outdoor > 6 Werp,False,2499393,1115874,46.186811,6.13553,BAKOM/geo.admin.ch (22.02.26)
TOWER_1093,Swisscom EPLA,"Technology 3G,4G,5G",True,True,True,medium,Outdoor > 6 Werp,False,2541268,1154580,46.539931,6.672976,BAKOM/geo.admin.ch (22.02.26)
TOWER_1094,Swisscom GNOH,"Technology 3G,4G",True,True,False,low,Indoor ≤ 6 Werp,True,2500350,1118602,46.21149,6.147342,BAKOM/geo.admin.ch (22.02.26)
TOWER_1095,Salt VD_7071A,"Technology 3G,4G",True,True,False,medium,Outdoor > 6 Werp,False,2538606,1152556,46.521486,6.638544,BAKOM/geo.admin.ch (22.02.26)
TOWER_1096,Salt VD_0083B,"Technology 3G,4G,5G",True,True,True,medium,Outdoor > 6 Werp,False,2535342,1154564,46.539241,6.595729,BAKOM/geo.admin.ch (22.02.26)
TOWER_1097,Swisscom LVEN,"Technology 3G,4G,5G",True,True,True,medium,Outdoor > 6 Werp,False,2539700,1154665,46.540556,6.652525,BAKOM/geo.admin.ch (22.02.26)
TOWER_1098,Swisscom GAVA,Technology 4G,False,True,False,medium,Outdoor > 6 Werp,False,2498353,1118162,46.207234,6.121565,BAKOM/geo.admin.ch (22.02.26)
TOWER_1099,Swisscom GTPJ,"Technology 3G,4G",True,True,False,low,Indoor ≤ 6 Werp,True,2499673,1117988,46.205867,6.138703,BAKOM/geo.admin.ch (22.02.26)
TOWER_1100,Swisscom VECH,"Technology 3G,4G,5G",True,True,True,medium,Outdoor > 6 Werp,False,2554534,1145820,46.462165,6.846772,BAKOM/geo.admin.ch (22.02.26)
TOWER_1101,Sunrise GE048-3,"Technology 4G,5G",False,True,True,medium,Outdoor > 6 Werp,False,2495328,1119274,46.216772,6.082128,BAKOM/geo.admin.ch (22.02.26)
TOWER_1102,Sunrise GE403-7,"Technology 4G,5G",False,True,True,medium,Outdoor > 6 Werp,False,2502393,1112657,46.158318,6.175052,BAKOM/geo.admin.ch (22.02.26)
TOWER_1103,Salt VD_2280A,"Technology 3G,4G,5G",True,True,True,medium,Outdoor > 6 Werp,False,2536719,1152625,46.521931,6.613944,BAKOM/geo.admin.ch (22.02.26)
TOWER_1104,SBB RIV-STSA-01356,Technology 2G,False,False,False,low,Outdoor ≤ 6 Werp,False,2549774,1147199,46.474229,6.784661,BAKOM/geo.admin.ch (22.02.26)
TOWER_1105,Salt GE_0040A,"Technology 3G,4G,5G",True,True,True,medium,Outdoor > 6 Werp,False,2497395,1116499,46.192131,6.109519,BAKOM/geo.admin.ch (22.02.26)
TOWER_1106,Sunrise GE133-3,"Technology 4G,5G",False,True,True,medium,Outdoor > 6 Werp,False,2498455,1118072,46.20644,6.122906,BAKOM/geo.admin.ch (22.02.26)
TOWER_1107,Salt VD_6033B,"Technology 3G,4G,5G",True,True,True,medium,Outdoor > 6 Werp,False,2539183,1153633,46.531227,6.645921,BAKOM/geo.admin.ch (22.02.26)
TOWER_1108,Sunrise VD035-3,"Technology 4G,5G",False,True,True,low,Outdoor > 6 Werp,False,2539529,1151164,46.509049,6.650754,BAKOM/geo.admin.ch (22.02.26)
TOWER_1109,Salt VD_4618A,"Technology 3G,4G,5G",True,True,True,medium,Outdoor > 6 Werp,False,2514960,1145929,46.459292,6.33164,BAKOM/geo.admin.ch (22.02.26)
TOWER_1110,Swisscom LRUM,"Technology 4G,5G",False,True,True,medium,Outdoor > 6 Werp,False,2538723,1152093,46.517332,6.64013,BAKOM/geo.admin.ch (22.02.26)
TOWER_1111,Sunrise VD587-3,"Technology 4G,5G",False,True,True,medium,Outdoor > 6 Werp,False,2528653,1152520,46.520176,6.508852,BAKOM/geo.admin.ch (22.02.26)
