stop_name,lat_wgs84,lon_wgs84,station_id,gtfs_stop_ids
"Morges, St-Jean sud",46.516785,6.508942,,8592272
"Morges, Blancherie",46.51475,6.503308,,8592260
"Morges, St-Louis",46.511213,6.499864,,8592277
"Morges, Charpentiers",46.509972,6.496694,,8592262
"Morges, gare",46.510351,6.494361,,8570084:
"Morges, La Prairie",46.508504,6.487574,,8592266
"Morges, Eglantine",46.5114,6.484524,,8592273
"Morges, Vogéaz",46.510771,6.482412,,8570081
"Morges, Prélionne",46.50929,6.479688,,8592270
"Tolochenaz, La Plantaz",46.508155,6.477363,,8570082
"St-Sulpice VD, Castolin",46.513424,6.546392,,8510525
"St-Sulpice VD, En Champagny",46.513778,6.549768,,8510526
"St-Sulpice VD, Ochettaz-Ormet",46.513795,6.556435,,8510527
"Morges, Casino",46.508859,6.499163,,8592261
"Morges, temple",46.510558,6.500071,,8592278
"Echandens, poste",46.530162,6.541013,,8588874:
"Lonay, Vozy",46.528053,6.52959,,8592255
"Lonay, Carouge",46.526664,6.525774,,8592249
"Lonay, collège sud",46.524708,6.52165,,8595220
"Lonay-Préverenges, gare nord",46.523661,6.519038,,8511344:
"Lonay, Levant",46.522793,6.515503,,8592253
"Lonay, Grassiaz",46.522035,6.512918,,8592251
"Lonay, Gracieuse",46.520065,6.509602,,8592252
"Morges, St-Jean nord",46.518616,6.507347,,8588871:
"Morges, Auguste-Forel",46.517549,6.503481,,8592274
"Morges, Grosse-Pierre",46.517764,6.501093,,8592268
"Morges, Bellevue",46.516941,6.497302,,8592258
"Morges, Banc-Vert",46.515043,6.493894,,8592257
"Morges, La Tour",46.513858,6.491415,,8570069
"Morges, ch. du Bochet",46.507337,6.493576,,8589248
"Morges, En Bonjean",46.506276,6.48924,,8596054
"Morges, Riond-Bosson",46.504043,6.485325,,8589249
"Tolochenaz, Molliau",46.501575,6.481219,,8592284
"Tolochenaz, Les Noyers",46.499198,6.477809,,8592282
"Tolochenaz, Les Saux",46.498968,6.473996,,8592283
"Echandens, collège",46.532338,6.541004,,8595213
"Echandens, centre",46.534604,6.541056,,8588875
"Echandens, Riaz",46.536556,6.542137,,8592243
"Echandens, Chocolatière",46.536459,6.546836,,8592244
"Bussigny, Reculan",46.542164,6.55436,,8595215
"Bussigny, Bosquet",46.54546,6.554566,,8595214
"Bussigny, gare sud",46.546926,6.551951,,8595216
"Bussigny, Vallon",46.543449,6.553659,,8595217
"Lussy-sur-Morges, village",46.504278,6.449212,,8504654
"Lussy-sur-Morges, Riettaz",46.504143,6.452263,,8595221
"Lully VD, village",46.504725,6.467057,,8501277
"Tolochenaz, La Grillette",46.503068,6.470725,,8592280
"Tolochenaz, pl. Audrey Hepburn",46.50458,6.473003,,8570083
"Tolochenaz, Le Portail",46.505977,6.474898,,8592281
"Morges, Longeraie",46.50636,6.482319,,8510446
"Morges, Marcelin",46.51782,6.488425,,8570070
"Morges, Grassey",46.514896,6.488633,,8592267
"Morges, Pâquis",46.513098,6.499837,,8570089
"Morges, de Beausobre",46.516734,6.501928,,8592263
"Morges, Les Pétoleyres",46.520111,6.504364,,8570090
"Echichens, Gravelines",46.523388,6.507,,8570091
"Echichens, Crêt",46.524489,6.503807,,8596052
"Morges, hôpital",46.523512,6.500029,,8592269
"Echichens, église",46.526154,6.498851,,8592246
"Echichens, village",46.527137,6.500028,,8504652
"Morges, Moulin",46.512363,6.491049,,8592271
"Morges, Delay",46.512658,6.488568,,8592264
"Denges, village",46.523263,6.540546,,8592242
"Denges, La Pale",46.518885,6.542194,,8592239
"Denges, Sur les Moulins",46.515055,6.541824,,8592241
"Lonay, parc",46.528408,6.516654,,8592254
"Lonay, Pressoirs",46.525521,6.5199,,8595219
"Lonay-Préverenges, gare sud",46.523208,6.521044,,8595218
"Préverenges, Capellan",46.519558,6.525823,,8588898
"Denges, Les Oches",46.526151,6.541673,,8588872
"Ecublens VD, Larges Pièces",46.532013,6.555309,,8592248
"Ecublens VD, Cocarde",46.527963,6.560431,,8591946
"Ecublens VD, Motty",46.525876,6.561572,,8591951
"Ecublens VD, Coquerellaz",46.524372,6.560833,,8591947
"Ecublens VD, EPFL (bus)",46.522058,6.566873,,8579233:
"Ecublens VD, EPFL Piccard",46.520304,6.568461,,8579234
"Ecublens VD, Ormet",46.523606,6.558872,,8591952
"Allaman, gare",46.475874,6.399649,,8579079:
"Allaman, Château",46.471496,6.396761,,8506403:
"Allaman, Grand-Rue",46.469745,6.396381,,8506405:
"Etoy, Route Suisse",46.473999,6.413058,,8506407
"Etoy, Grosses-Terres",46.474222,6.418757,,8594453
"Etoy, gare",46.475133,6.426097,,8577604:
"St-Prex, Scierie",46.477199,6.444029,,8589257
"St-Prex, Pont Rouge",46.479299,6.451202,,8506410
"St-Prex, gare nord",46.482994,6.455177,,8589253
"St-Prex, Epondaz",46.484989,6.453398,,8595646
"St-Prex, Penguey",46.483668,6.457811,,8589252
"St-Prex, place d'Armes",46.480967,6.460535,,8589251
"St-Prex, Taillecou",46.485896,6.461322,,8589262
"Tolochenaz,cimetière de Morges",46.500404,6.483734,,8589250
"Lavigny, café",46.501572,6.404979,,8504653:
"Lavigny, hôpital",46.504225,6.410804,,8570088
"Villars-sous-Yens, Le Moulin",46.510273,6.421035,,8570087
"Villars-sous-Yens, village",46.510071,6.428675,,8570086
"Denens, Chatagny",46.515898,6.450902,,8570085
"Denens, village",46.518278,6.454104,,8511636
"Morges, Patinoire",46.51206,6.487015,,8591836
"Cossonay-Ville, Chavannes",46.612819,6.503125,,8509379
"Cossonay-Ville, La Condémine",46.61007,6.502015,,8582737
"Senarclens, village",46.600415,6.486767,,8570108
"Grancy, collège",46.592206,6.465387,,8570107
"Grancy, Les Pâles",46.589092,6.462286,,8570106
"Cottens VD, La Tuilière",46.576485,6.454614,,8570105
"Cottens VD, village",46.572898,6.454272,,8511633
"Cottens VD, La Caroline",46.570704,6.457904,,8570103
"Vullierens, village",46.572681,6.481738,,8501269
"Colombier VD, poste",46.556215,6.474042,,8501268
"Colombier VD, En Plan",46.549881,6.47962,,8570102
"Echichens, Haute-Pierre",46.532451,6.493043,,8570098
"Echichens, croisée",46.524872,6.491921,,8570097
"Vullierens, Abbaye",46.573734,6.482584,,8510538
"Cossonay-Ville, Chien-Boeuf",46.606809,6.507705,,8583378
"Allens, village",46.599962,6.509986,,8570095
"Gollion, grande salle",46.587247,6.510177,,8511586
"Gollion, L'Arzillier",46.58433,6.509621,,8507283
"Aclens, collège",46.567229,6.510291,,8570093
"Romanel-sur-Morges, poste",46.555662,6.511028,,8504656
"Romanel-sur-Morges, Pra-Vuatte",46.551134,6.512267,,8581054
"Bremblens, bas du village",46.544928,6.51448,,8570092
"Cossonay-Ville, Champ-Vionnet",46.618483,6.508426,,8511635
"Lussery-Villars, chapelle",46.632898,6.526735,,8511640
"Eclépens, collège",46.649772,6.530726,,8570141:
"Vufflens-Aclens, zone industr.",46.564773,6.524742,,8583891
"Romanel-sur-Morges,Z.I. Moulin",46.562499,6.521828,,8506417
"Apples, gare",46.550954,6.423999,,8595648
"Apples, collège",46.550625,6.431327,,8511591
"Apples, La Mottaz",46.545529,6.433084,,8570079
"Reverolle, village",46.541235,6.438953,,8570078
"Reverolle, Chaniaz",46.540603,6.445689,,8570077
"Clarmont, village",46.546891,6.449957,,8570076
"Vaux-sur-Morges, Bugnon",46.539826,6.453724,,8570075
"Vaux-sur-Morges, village",46.535538,6.46341,,8570074
"Vaux-sur-Morges, Petit-Vaux",46.533702,6.469622,,8592285
"Monnaz, village",46.528437,6.479216,,8504655
"Monnaz, Trésy",46.526598,6.483787,,8570072
"Echichens, Signal",46.523289,6.490664,,8570071
"Apples, Hôtel de Commune",46.552238,6.427834,,8570080
"Apples, Fondation Baud",46.553547,6.430327,,8595647
"Apples, En Lèvremont",46.558089,6.439788,,8511585
"Sévery, Moulin",46.567894,6.448999,,8511590
"Sévery, village",46.575882,6.440085,,8511589
"Pampigny-Sévery, gare",46.577409,6.432026,,8511001
"Pampigny, village",46.580092,6.427916,,8511002
"Pampigny, collège",46.579554,6.424806,,8511587
"Montricher, Grand Faubourg",46.602626,6.378414,,8595650
"Montricher, village",46.6005,6.377106,,8501734
"Montricher, Champet",46.599088,6.373354,,8570112
"Montricher, Petit Faubourg",46.598243,6.377845,,8583297
"Montricher, gare",46.596444,6.392441,,8570111
"Montricher,Fondation Michalski",46.607615,6.376937,,8507533
"Mollens VD, Champou",46.579953,6.364594,,8570113
"Mollens VD, village",46.576848,6.363578,,8570114
"Mollens VD, Forchy",46.572405,6.359375,,8570115
"Mollens VD, Les Chaux",46.565601,6.35174,,8570116
"Berolle, Les Molliettes",46.560871,6.341311,,8570117
"Berolle, église",46.557748,6.336345,,8501892
"Bière, gare",46.537567,6.337085,,8570119
"Bière, collège",46.536393,6.339403,,8595652
"Mont-la-Ville, Le Battoir",46.644558,6.407356,,8570155
"La Coudre (L'Isle), village",46.639241,6.402785,,8570156
"La Coudre (L'Isle),bas village",46.637018,6.404449,,8570157
"L'Isle, Les Tigneuses",46.620576,6.413105,,8595661
"L'Isle, gare",46.617233,6.411368,,8595649
"Cuarnens, Le Pont",46.624427,6.438273,,8570137
"Chavannes-le-Veyron, croisée",46.609333,6.45007,,8570136
"Chavannes-le-Veyron, St-Denis",46.607278,6.458694,,8570135
"La Chaux (Cossonay), village",46.615638,6.472548,,8570134
"La Chaux (Cossonay), Ittens",46.614289,6.475387,,8570133
"Cossonay-Ville, Bicentenaire",46.614635,6.502428,,8511041
"Gollion, En Crausaz",46.594747,6.526536,,8507269
"Moiry VD, collège",46.648664,6.45355,,8570147
"Chevilly, Fontaines",46.64238,6.478485,,8595610
"Dizy, village",46.635205,6.494024,,8595611
"Gimel, La Vernette",46.510013,6.307194,,8579086:
"Gimel, place de L'Union",46.508721,6.307547,,8505917:
"Gimel, bas du village",46.508159,6.311663,,8570127:
"Gimel, Le Prunier",46.509166,6.318887,,8501872:
"Saubraz, village",46.513855,6.330049,,8570125:
"Pizy, Le Courtillet",46.500652,6.338736,,8579083:
"Montherod, village",46.498792,6.366197,,8501871:
"Montherod, Battoir",46.498659,6.371215,,8579082:
"Aubonne, Bougy-St-Martin",46.49349,6.385086,,8501865:
"Aubonne, hôpital",46.492677,6.389544,,8570046:
"Aubonne, Le Bornalet",46.491584,6.395895,,8579081:
"Aubonne, La Praz",46.488827,6.399348,,8501867:
"Aubonne, La Levette",46.485085,6.400475,,8501868:
"Aubonne, Roveray",46.481258,6.401043,,8579080:
"Mayens-de-Chamoson, Ravoire",46.20602,7.192268,,8576653:
"Mayens-de-Chamoson, Berze",46.206041,7.189728,,8576655:
"Mayens-de-Chamoson, Prili",46.204816,7.188943,,8576649:
"Mayens-de-Chamoson,Prili-Plane",46.207076,7.185772,,8576652:
"Mayens-de-Chamoson, Chapelle",46.206102,7.180801,,8576595:
"Ovronnaz, Plein soleil",46.200874,7.176058,,8579403:
"Ovronnaz, Chevaley",46.201517,7.174034,,8573910:
"Ovronnaz, croisée du centre",46.204277,7.165858,,8579402:
"Ovronnaz, Centre therm. Melley",46.198162,7.174309,,8579401:
"Evionnaz, gare",46.169271,7.025331,,8587645:
Collonges VS,46.169683,7.03276,,8587646:
"Dorénaz, téléphérique",46.150321,7.044489,,8587647:
"Dorénaz, école",46.148812,7.042572,,8587648:
"Vernayaz, gare",46.13832,7.036592,,8583593:
"Vernayaz, village",46.134526,7.039726,,8583594:
"Martigny, Rosel-Les Iles",46.12526,7.057906,,8582640:
"Martigny, Ottan",46.112486,7.065652,,8583799:
"Martigny, Praille",46.110621,7.067515,,8583605:
"Martigny, Chemin du Milieu",46.108729,7.069455,,8582630:
"Martigny, La Bâtiaz",46.106778,7.069778,,8582638:
"Martigny, Place de Rome",46.10481,7.075883,,8582639:A
"Evionnaz, grande salle",46.177852,7.025422,,8587607:
"Collonges, école",46.171509,7.035207,,8510006:
"Monthey-Ville, gare",46.253624,6.94731,,8579033:A
"Troistorrents, rte des Neyres",46.248001,6.936638,,8579050:D
"Collombey, Les Neyres Raccot",46.252235,6.938232,,8582434:W
"Collombey, Les Neyres Chapelle",46.253136,6.934476,,8575520:A
"Monthey, gare CFF",46.25559,6.954736,,8579061:A
"Monthey, En Place",46.259927,6.946539,,8582710:Q
"Collombey, église",46.267908,6.946986,,8579375:V
"Collombey, gare",46.270546,6.947455,,8579386:L
"Collombey, Les Perraires",46.276671,6.941055,,8582425:M
"Charmey (Gruyère), Le Chêne",46.614794,7.169705,,8577755:
"Charmey (Gruyère), télécabine",46.618135,7.167338,,8583867:A
"Charmey (Gruyère), village",46.618472,7.165574,,8504852:
"Charmey (Gruyère), Corbettaz",46.620521,7.158886,,8577754:
"Cerniat FR, bif.",46.620877,7.148616,,8504916:
"Cerniat FR, église",46.632573,7.156492,,8582578:
"Cerniat FR, village",46.634307,7.159212,,8504797:
"Cerniat FR, L'Adde",46.638993,7.166162,,8570507:
"Cerniat FR, Les Riaux",46.643816,7.16666,,8570508:
"La Valsainte, anc. poste",46.642434,7.172218,,8570509:
"La Valsainte, Couvent",46.649145,7.188082,,8570510:
"Mézières VD, station",46.599497,6.77152,,8504166:
"Mézières VD, village",46.596117,6.770322,,8504758:
"Ferlens VD, Champ des Oches",46.590134,6.784124,,8570423:
"Ferlens VD, Le Moulin",46.587475,6.783203,,8570422:
"Servion, Mannessivaz",46.583014,6.783427,,8570421:
"Servion, Vieux-Collège",46.57572,6.78375,,8557026:
"Servion, poste/croisée",46.573213,6.781041,,8570420:B
"Servion, Grange Rouge",46.571258,6.779056,,8581429:
"Servion, Zoo-Tropiquarium",46.566117,6.772115,,8504997:
"Les Cullayes, Pra la Tête",46.56503,6.758799,,8570419:
"Les Cullayes, village",46.572918,6.75249,,8504169:
"Mollie-Margot, centre",46.556507,6.750573,,8579250:
"Savigny, Grange-la-Ville",46.552237,6.748176,,8592231:
"Savigny, Clair-Matin",46.550233,6.746989,,8592229:
"Savigny, St-Amour",46.547831,6.745637,,8592234:
"Savigny, Crêt-Rouge",46.543418,6.738875,,8592230:
"Savigny, Palaz",46.541469,6.735081,,8592232:
"Savigny, centre",46.538538,6.730921,,8504173:
"Savigny, ancienne poste",46.539876,6.724789,,8592228:
"Savigny, Publoz",46.541833,6.71569,,8592233:
"Savigny, Claie-aux-Moines",46.540634,6.70409,,8504172:
"Pully, Ravessoud",46.539175,6.696913,,8592194:
"Pully, Monts-de-Pully",46.535972,6.688601,,8579249:
"Pully, Trois-Chasseurs",46.534361,6.684426,,8579248:
"Montblesson, Centenaire",46.53662,6.677798,,8579247:
"Lausanne, Rovéréaz",46.532728,6.667725,,8579246:
"Mézières VD, collège Raffort",46.596333,6.768819,,8557141:
"Carrouge VD, Croix d'Or",46.598664,6.764509,,8570425:
"Carrouge VD, Ecorcheboeuf",46.599121,6.76111,,8591904:
"Ropraz, Ussières",46.601145,6.755133,,8591905:
"Ropraz, Home du Jorat",46.595839,6.750972,,8592225:
"Ropraz, Corcelles-Jorat",46.59109,6.74516,,8592224:
"Montpreveyres, village",46.582302,6.740876,,8570417:
"Montpreveyres, Balances",46.575623,6.735927,,8579240:
"Montpreveyres, Riau-Graubon",46.575091,6.724206,,8592144:
"Lausanne, Ste-Catherine",46.570971,6.708647,,8592117:
"Lausanne, Chalet-Fontaine",46.567756,6.699703,,8592006:
"Carrouge VD, Gustave Roud",46.603281,6.771912,,8511210:
"Carrouge VD, Champ du Trey",46.602207,6.77405,,8511214:
"Mézières VD, centre médical",46.592189,6.770932,,8595474:
"Mézières VD, Praz Joret",46.583752,6.772706,,8595475:
"Servion, Clos de l'Auberge",46.568262,6.782145,,8570462:
"Essertes, Le Pralet",46.558633,6.781571,,8587545:
"Forel (Lavaux), Casard",46.552662,6.777341,,8591973:
"Forel (Lavaux), Cornes de Cerf",46.541562,6.769811,,8579251:
"Forel (Lavaux), Les Confréries",46.542491,6.765562,,8591975:
"Forel (Lavaux), Pra Pélisson",46.542872,6.757083,,8596091:
"Carrouge VD, centre",46.606344,6.776343,,8504165:
"Vulliens, Praz-Botsard",46.614955,6.779736,,8504164:
"Vucherens, village",46.624731,6.782411,,8504163:
"Vucherens, Closy",46.628234,6.783034,,8591934:
"Syens, Champ-du-Chêne",46.643683,6.783656,,8504162:
"Syens, Clos du Château",46.643745,6.778718,,8588154:
La Râpe VD,46.626113,6.768057,,8588153:
"Vucherens, église",46.622422,6.773717,,8557078:
"Vucherens, Bruvière",46.627112,6.775801,,8511099:
"Vulliens, village",46.622205,6.792104,,8557060:
"Vulliens, Le Corria",46.61573,6.790889,,8557059:
"Carrouge VD, Le Borgeau",46.600702,6.78688,,8557075:
"Ropraz, village",46.615147,6.751431,,8570433:
"Corcelles-le-Jt, Champ-la-Dame",46.611833,6.743471,,8570432:
"Corcelles-le-Jorat, village",46.606446,6.742274,,8570431:
"Corcelles-le-Jorat, Le Torel",46.602102,6.742474,,8570430:
"Palézieux, gare",46.54214,6.83761,,8570440:
"Les Tavernes, collège",46.553303,6.814249,,8582200:
"Forel (Lavaux), rte Industrie",46.530473,6.767862,,8557076:
"Forel (Lavaux), Grand Champ",46.533871,6.756219,,8582772:
"Forel (Lavaux), Le Plane",46.529818,6.750991,,8582773:
"Forel (Lavaux), La Chesaude",46.520627,6.738167,,8582774:
"Forel (Lavaux), La Tuilière",46.516946,6.733628,,8582776:
"Grandvaux, Le Tronchet",46.514105,6.728023,,8582777:
"Grandvaux, Crêt-Mouton",46.508813,6.717721,,8582778:
"Grandvaux, Le Signal",46.504748,6.715065,,8582779:
"Grandvaux, Genevrey",46.498782,6.716187,,8595728:
"Grandvaux, gare sud",46.496606,6.720671,,8595729:
"Grandvaux, Le Bougnon",46.494857,6.715875,,8582781:
"Riex, Mouniaz",46.493659,6.734218,,8595731:
"Cully, gare",46.488549,6.7269,,8570559:
"Cully, Hôpital de Lavaux",46.490498,6.724933,,8510004:
"Forel (Lavaux), La Chercotte",46.522431,6.740398,,8582775:
"Palézieux-Village, centre",46.555197,6.829901,,8504789:
"Oron-la-Ville, Pré à l'Abbé",46.567052,6.83132,,8570439:
"Oron-la-Ville, gare routière",46.571209,6.821581,,8579800:
"Les Thioleyres, village",46.539624,6.811643,,8582199:
"Chexbres-Village, gare",46.481171,6.778788,,8570564:
"Chexbres, poste",46.481985,6.77646,,8501757:
"Chexbres, Les Pergolas",46.48449,6.774007,,8570565:
"Puidoux, Cité-de-Sully",46.492457,6.768842,,8570566:
"Puidoux, gare",46.493723,6.765374,,8570567:
"Puidoux, Logis du Pont",46.49817,6.769032,,8570568:
"Puidoux, village",46.500778,6.782613,,8570569:
"Puidoux, Moreillon",46.507854,6.785649,,8557082:
"Puidoux, En Botonnet",46.512743,6.787458,,8557085:
"Puidoux, La Lôche",46.516286,6.793475,,8557086:
"Puidoux, Drugex",46.521043,6.796298,,8557143:
"Puidoux, Grangeneuve",46.529621,6.798777,,8557083:
"Palézieux, En Plan",46.550145,6.823908,,8582202:
"Palézieux, zone ind. En Grivaz",46.541998,6.831328,,8578927:
"Granges (Veveyse), Sokymat",46.535391,6.832115,,8504690:
"Chexbres, Bellevue",46.481333,6.774098,,8570563:
"Puidoux, Chapotannaz",46.48476,6.758831,,8570562:
"Epesses, village",46.491837,6.746472,,8570561:
"Epesses, Crêt-Dessus",46.492297,6.743848,,8570560:
"Riex, fontaine",46.493372,6.73572,,8501297:
"Oron-la-Ville, centre",46.570889,6.827181,,8504775:
"Châtillens, gare",46.570428,6.815329,,8570438:
"Oron-le-Châtel, gare",46.572469,6.836672,,8577681:
"Oron-le-Châtel, Château",46.575109,6.839122,,8570449:
"Oron-le-Châtel, La Chavanne",46.575771,6.84201,,8577679:
Chesalles-sur-Oron,46.576702,6.853089,,8570450:A
"Bussigny-sur-Oron, La Resse",46.568105,6.857265,,8583253:
"Bussigny-sur-Oron, collège",46.56977,6.862647,,8579741:
"Bussigny-sur-Oron, croisée",46.5753,6.864062,,8570451:
"St-Martin FR, village",46.576573,6.868445,,8570452:
"Besencens, Clos Devant",46.581162,6.861298,,8511465:
"Essertes, village",46.562548,6.788071,,8570461:
"Châtillens, Le Péleret",46.563064,6.796568,,8570460:
"Châtillens, collège",46.565472,6.803935,,8570459:
"Vuibroye, village",46.572195,6.806138,,8570458:
"Vuibroye, Champacot",46.575782,6.809019,,8570437:
"Ecoteaux, Platta-Pierraz",46.545369,6.851277,,8570441:
"Ecoteaux, laiterie",46.543163,6.859671,,8570442:
"Ecoteaux, collège",46.545714,6.862525,,8504790:
"Maracon, La Crosettaz",46.546397,6.871227,,8580690:
"Maracon, bif.",46.549609,6.873202,,8570443:
"La Rougève, village",46.56504,6.897756,,8570445:
La Rogivue,46.564447,6.894253,,8570444:
"Bournens, école",46.603753,6.563505,,8570066:
"Bournens, Au Mont",46.600955,6.563537,,8570067:
"Sullens, Auberge",46.59366,6.565926,,8570068:
"Boussens, village",46.602818,6.583686,,8581344:
"Cheseaux-sur-L., Pâquis",46.586864,6.603785,,8570064:
"Echallens, gare",46.639671,6.632499,,8570238:
"Echallens, Château",46.640906,6.631566,,8570180:
"Echallens, route de Cossonay",46.640377,6.626754,,8570181:
"St-Barthélemy, Champ Cadet",46.635156,6.607543,,8570182:
"St-Barthélemy, village",46.635839,6.601368,,8570183:
"St-Barthélemy, Château",46.634974,6.596249,,8570184:
"Bettens, croisée",46.629017,6.578125,,8570185:
"Bettens, village",46.626545,6.575958,,8506916:
"Daillens, Les Montets",46.622469,6.554727,,8583673:
"Daillens, village",46.620609,6.546976,,8501298:
"Penthalaz, village",46.613458,6.527799,,8570131:
"Echallens, collège/parc",46.638911,6.648431,,8580485:
"Echallens, Les Coulisses",46.643076,6.627981,,8570202:
"Oulens-sous-Echallens, collège",46.643501,6.578129,,8570187:
"Oulens-sous-Echallens,Gd Salle",46.639272,6.576852,,8570186:
"Bioley-Orjulaz, chapelle",46.621595,6.597254,,8507655:
"Boussens, Chevrine",46.607205,6.583316,,8583636:
"Echallens, La Fontaine",46.645914,6.637565,,8570301:
"Echallens, place Emile Gardaz",46.640402,6.637804,,8570203:
"Echallens, La Robellaz",46.64072,6.642109,,8570204:
"Echallens, Les Trois-Sapins",46.63894,6.646171,,8570205:
"Poliez-le-Grand, Der. Le Chêne",46.636861,6.660333,,8570206:
"Poliez-le-Grand, village",46.637332,6.664806,,8570207:C
"Poliez-Pittet, collège",46.630771,6.677672,,8579669:B
"Poliez-Pittet, Les Roches",46.629563,6.679974,,8570211:
"Poliez-Pittet, village",46.628089,6.682972,,8570212:
"Villars-Mendraz, croisée",46.647432,6.729244,,8570347:
"Villars-Mendraz, Praz-Longet",46.643269,6.726751,,8570175:
"Peney-le-Jorat, poste",46.633068,6.726795,,8570174:
"Peney-le-Jorat, Chalet Renards",46.629429,6.721685,,8570173:
"Villars-Tiercelin, village",46.624924,6.705122,,8570172:
"Villars-Tiercelin, La Sapelle",46.621894,6.708141,,8583395:
"Villars-Tiercelin, sentier H&N",46.61688,6.71286,,8511209:
"Poliez-le-Grand, La Sauvenière",46.634227,6.668586,,8570208:
"Poliez-Pittet, Grands-Champs",46.632609,6.676745,,8570210:
"Dommartin, village",46.649257,6.702166,,8570215:
"Montaubion, croisée",46.647887,6.714451,,8570218:
"Chardonney, village",46.644189,6.712828,,8570219:
"Villars-Tiercelin, Fontaines",46.626418,6.703836,,8570216:
"Hermenches, Moille-Robert",46.6459,6.762769,,8570344:
"Hermenches, village",46.642293,6.75836,,8570345:
"Chamby, gare",46.449044,6.91413,,8570577:
"Chamby, Brison",46.456255,6.919215,,8570576:
"Villard-sur-Chamby, Saumont",46.459868,6.92647,,8570575:
"Villard-sur-Chamby, La Cranche",46.460548,6.931579,,8570574:
"Villard-sur-Chamby, anc. poste",46.466462,6.9303,,8570573:
"Villard-sur-Chamby, D'Zetiau",46.468513,6.930398,,8570572:
"Villard-sur-Chamby, P.-Forand",46.473972,6.928029,,8570571:
Bains-de-l'Alliaz,46.481039,6.927194,,8570570:
"Chamby, rte de Joli-Bois",46.454895,6.909114,,8586315:
"Chamby, Chaulin",46.453695,6.908488,,8570578:
"Chamby, Sous Chaulin",46.452486,6.907602,,8583689:
"Chernex, gare",46.445841,6.910166,,8570579:
"Collombey, Barme",46.275241,6.940779,,8504473:X
"Muraz (Collombey), Pré Court",46.278035,6.936269,,8583543:S
"Muraz (Collombey), Paquaire",46.27847,6.928049,,8501221:A
"Muraz (Collombey), Millière",46.280916,6.924721,,8579373:D
"Vionnaz, Crébellay",46.304184,6.908288,,8579371:
"Vionnaz, Ravines",46.307808,6.90615,,8506941:
"Vionnaz, Village",46.311134,6.899834,,8504663:
"Vionnaz, Les Nayaz",46.316093,6.898556,,8579369:
"Vouvry, gare",46.336923,6.89759,,8570595:
"Vouvry, poste",46.335045,6.890583,,8570593:A
"Vouvry, Le Culat",46.342783,6.889089,,8582056:
"Chessel, village",46.349723,6.893565,,8570590:
"Chessel, Grand-Bois",46.355662,6.899651,,8570589:
"Noville, Crebelley",46.36446,6.901604,,8570588:
"Noville, Chotron",46.366783,6.901957,,8580445:
"Noville, Collège",46.37938,6.900728,,8557105:
"Rennaz, village",46.377269,6.918672,,8570585:
"Rennaz, hôpital",46.379322,6.919081,,8570584:
"Noville, Pré des Fourches",46.385645,6.92075,,8570582:
"Noville, La Mouniaz",46.38983,6.921141,,8502637:
"Noville, Les Saviez",46.392424,6.921609,,8502636:
"Villeneuve VD, Eau-Froide",46.394637,6.921821,,8579185:
"Villeneuve VD, gare",46.398428,6.926778,,8570581:A
"Monthey, home les Tilleuls",46.253817,6.95444,,8580410:S
"Monthey, Europe/Plantaud",46.251447,6.955719,,8579972:M
"Monthey, Vers le Nant de Choëx",46.247344,6.961668,,8504500:J
"Monthey, Les Ilettes",46.246882,6.96516,,8504501:H
"Bex, temple",46.251244,7.012246,,8570638:L
"Bex, place de la gare",46.251281,7.001003,,8570637:
"St-Maurice VS, gare",46.216222,7.002413,,8570650:
"St-Maurice VS, Terreaux",46.21753,7.005797,,8570664:
"Lavey-Village, centre",46.219974,7.016962,,8570666:
"Lavey-Village, Prés Râpets",46.218052,7.015344,,8570667:
"Lavey, Front Bastionné",46.209483,7.013947,,8580651:
"Lavey-les-Bains, place",46.206899,7.015659,,8570668:
"Lavey-les-Bains, Et. Thermal",46.204543,7.018326,,8570669:
"St-Maurice VS, Midi",46.215166,7.006205,,8581558:
"Vouvry, piscine",46.335293,6.88984,,8579954:
"Vouvry, Riond Vert",46.337142,6.887107,,8579180:
"Vouvry, Les Bovairons",46.334818,6.882715,,8581298:
"Miex, Plan-du-Chêne",46.336707,6.87363,,8570596:
"Miex, Membran",46.334835,6.861039,,8570598:
"Miex, rte de Vésenand",46.338623,6.868885,,8511211:
"Miex, village",46.338725,6.867167,,8570599:
"Le Flon, village",46.33754,6.853555,,8580656:
"Miex, Le Flon",46.337836,6.851707,,8501737:
"Aigle, gare",46.316156,6.964607,,8570600:F
"Aigle, rte d'Evian",46.318209,6.958825,,8581046:S
"Aigle, Pautex",46.316922,6.954344,,8581047:U
"Aigle, Golf",46.315397,6.949087,,8581048:Q
"Aigle, La Mêlée",46.318173,6.938091,,8581050:D
"Vionnaz, croisée d'Illarsaz",46.318027,6.925446,,8570616:K
"Vionnaz, gare",46.315278,6.915894,,8570617:
"St-Maurice, Les Perris",46.20599,7.00752,,8511630:
"St-Maurice, Les Emonets",46.200824,7.012641,,8580222:
"St-Maurice, Cantine",46.1966,7.013737,,8580101:
"St-Maurice, L'Acquis-Chapelle",46.194537,7.008273,,8580221:
Epinassey,46.192435,7.008873,,8580444:
"St-Maurice VS, Plan Bouron",46.184795,7.010695,,8580391:
Mex VS,46.18499,7.000526,,8580440:
"St-Maurice, En Savary",46.19763,7.00625,,8511629:
