stop_name,lat_wgs84,lon_wgs84,station_id,gtfs_stop_ids
"St-Maurice VS, Grotte aux Fées",46.222246,7.004062,,8580765:
"Massongex, les Palluds",46.232951,6.997028,,8570651:
"Massongex, Le Bras",46.239363,6.991959,,8580534:
"Massongex, gare",46.241589,6.986288,,8570652:
"Massongex, Fontany",46.231072,6.986155,,8570653:
"Massongex, Le Moulin",46.227757,6.984977,,8570654:
"Daviaz, La Vorpillière",46.227113,6.988197,,8570655:
"Massongex, Vers-chez-Revet",46.225226,6.988511,,8507436:
"Daviaz, Vers-chez-Combe",46.224961,6.98526,,8570656:
"Daviaz, Charrière",46.22463,6.981335,,8582388:
"Daviaz, village",46.22234,6.98466,,8570658:
"Vérossaz, Les Bassex",46.213314,6.988337,,8570659:
"Vérossaz, Les Haussex",46.211581,6.986771,,8570660:
"Vérossaz, Chavanne",46.213581,6.98516,,8570661:
"Vérossaz, Rosaire",46.21245,6.983654,,8583246:
"Vérossaz, La Doey place",46.211143,6.983095,,8570663:
"Vérossaz, La Doey village",46.213889,6.981218,,8570662:
"Saillon, St-Laurent",46.177726,7.194986,,8571012:
"Saillon, le Canal",46.176487,7.192091,,8571011:
"Saillon, les Bains",46.173741,7.195315,,8501736:
"Saillon, Collombeyres",46.171889,7.187269,,8501983:
"Saillon, les Moilles",46.169019,7.183437,,8571010:
"Saillon, Clos d'Avaux",46.165465,7.183985,,8512396:
La Sarvaz,46.15994,7.166728,,8571009:
"Fully, Le Chenil",46.156621,7.156286,,8581380:
Grand-Blettay,46.155434,7.152654,,8571008:
Mazembroz,46.149831,7.139391,,8504650:
"Saxé, Café des Amis",46.148428,7.136215,,8501271:
"Saxé, garage Gay",46.14583,7.130056,,8571007:
Châtaignier,46.143647,7.124879,,8571006:
"Fully, Verdan",46.14214,7.122934,,8571005:
"Fully, Creppier",46.140117,7.120112,,8571004:
"Fully, poste",46.136795,7.116042,,8501274:
"Fully, Stade de Charnot",46.134835,7.11322,,8571003:
"Fully, La Forêt",46.133685,7.110613,,8571002:
"Fully, Pont de la Louye",46.131718,7.105812,,8501273:
"Fully, Le Carroz",46.130418,7.10111,,8571001:
"Fully, Londzet",46.129605,7.097027,,8571000:
"Branson, La Colombière",46.129047,7.094106,,8570999:
"Branson, village",46.12681,7.0891,,8501272:
"Branson, Pont du Rhône",46.125172,7.086097,,8581463:
Les Prises VS,46.120369,7.083308,,8570998:
"Martigny, Portes du Rhône",46.110778,7.077046,,8570997:
"Saxon, Rue de Gottefrey",46.150646,7.177466,,8583837:
"Saxon, Route du Léman",46.144381,7.164425,,8583836:
"Fully, Cycle d'orientation",46.135182,7.112079,,8584864:
"Aubonne, Curzilles",46.490141,6.379003,,8570045:
"Féchy, Cassivettes",46.485656,6.367968,,8570044:
"Bougy-Villars, Dessus",46.480152,6.359625,,8570043:
"Bougy-Villars, centre",46.478765,6.354756,,8500734:
"Mont-sur-Rolle, Jeune Suisse",46.469447,6.341037,,8583424:
"Rolle, gare nord",46.463099,6.336726,,8570034:
"Etoy, collège Les Communaux",46.482681,6.423013,,8583358:
"Etoy, Bas du Rossé",46.483311,6.416046,,8577558:
"Etoy, En Folliar",46.479281,6.414117,,8577562:
"Etoy, En Bellevue",46.475113,6.412815,,8577590:
"Buchillon, Grands-Bois",46.472812,6.413163,,8577591:
"Buchillon, collège",46.471638,6.420512,,8577592:
"Etoy, Chenalette",46.472414,6.426838,,8577593:
"Etoy, village",46.486256,6.419468,,8577557:
"Etoy, Romanèche",46.489324,6.419449,,8577555:
"Etoy, L'Espérance",46.491413,6.417678,,8577520:
"Lavigny, croisée de St-Livres",46.49977,6.400766,,8570050:
"St-Livres, village",46.507372,6.387083,,8570051:
"St-Livres, grande salle",46.509137,6.390201,,8583710:
"Aubonne, Sermaret",46.499561,6.3907,,8570049:
"Pizy, village",46.491876,6.355105,,8583896:
"Signal-de-Bougy, Parc Pré Vert",46.485164,6.355071,,8501862:
"Mont-sur-Rolle, Les Granges",46.484633,6.338215,,8501873:
"Essertines-sur-Rolle,Le Pontet",46.493513,6.322624,,8579691:
"Essertines-sur-Rolle, village",46.493004,6.317502,,8501860:
"St-Oyens, église",46.498573,6.309335,,8501863:
"Yens, gare",46.51982,6.42727,,8511466:
"Yens, village",46.518747,6.419175,,8511467:
Changins,46.400292,6.234919,,8501733:
"Duillier, centre communal",46.411247,6.233791,,8501289:
"Duillier, croisée de Trélex",46.413481,6.22729,,8570009:
"Coinsins, Mimorey",46.421566,6.223648,,8570010:
"Coinsins, Auberge",46.424291,6.235283,,8501296:
"Coinsins, Les Vettanes",46.427786,6.243338,,8570011:
"Vich, poste",46.428683,6.249979,,8501857:
"Begnins, Charbonnier",46.437416,6.24971,,8570013:
"Begnins, Bellevue",46.442922,6.246257,,8570025:
"Begnins, La Chataigneraie",46.444675,6.24532,,8570026:
"Begnins, Bois-du-Four",46.44874,6.246845,,8570027:
"Begnins, Grange-Grèche",46.453131,6.253816,,8581113:
"Begnins, Les Clavières",46.458023,6.25699,,8570028:
"Burtigny, Le Battoir",46.465008,6.260795,,8570029:
"Burtigny, village",46.46724,6.257453,,8501852:
"Burtigny, Les Oches",46.470504,6.255585,,8582794:
"Gland, poste",46.420672,6.266026,,8570031:
"Gland, Mont-Blanc/Dôle",46.42157,6.262338,,8570032:
"Gland, Les Tuillières",46.423459,6.259708,,8583431:
"Vich, La Bichette",46.426724,6.253626,,8570033:
"Begnins, scierie",46.443557,6.239111,,8570014:
"Bassins, La Cézille",46.446359,6.23275,,8570015:
"Bassins, Tillette",46.463139,6.231985,,8501850:
"Bassins, Piscine",46.466954,6.232838,,8582137:
"Le Vaud, place du Battoir",46.477591,6.23738,,8501856:
"Le Vaud, zoo",46.479526,6.240853,,8570016:
"Marchissy, village",46.489343,6.247006,,8501854:
"Longirod, village",46.494205,6.258518,,8501853:
"St-George, Maison Neuve",46.508079,6.257786,,8570017:
"St-George, village",46.513895,6.26076,,8501855:
"Gland, Riant-Coteau",46.419061,6.282569,,8581928:
"Gland, Mauverney",46.417817,6.275246,,8581930:
"Gland, gare sud",46.420204,6.27124,,8581935:
"Gland, Montoly",46.422463,6.27473,,8581936:
"Gland, Sous-les-Vignes",46.425263,6.271495,,8581940:
"Gland, Communet",46.427666,6.266356,,8583432:
"Gland, Borgeaud",46.424055,6.262531,,8581927:
"Gland, Grand-Champ",46.422826,6.259423,,8501333:
"Gland, UICN",46.416112,6.278313,,8505428:
"Rolle, Quatre-Communes",46.45976,6.332888,,8582688:
"Rolle, déchetterie",46.463132,6.325411,,8583530:
"Rolle, La Pièce-Etraz",46.461641,6.321953,,8583111:
"Tartegnin, village",46.466025,6.314962,,8500731:
"Tartegnin, La Vissenche",46.4637,6.309113,,8570056:
"Gilly, église",46.459444,6.300011,,8583433:
"Gilly, village",46.457678,6.296246,,8500738:
"Gilly, Condémines",46.454869,6.296865,,8583860:
"Bursins, village",46.4523,6.291036,,8570059:
"Bursins, Bourdouzan",46.450834,6.287579,,8582697:
"Vinzel, village",46.447567,6.27954,,8500732:
"Luins, village",46.442432,6.272726,,8500733:
"Rolle, La Prairie",46.459208,6.33441,,8583464:
"Rolle, Martinet",46.457813,6.331548,,8583465:
"Rolle, Uttins-Maupas",46.454813,6.32842,,8582691:
"Rolle, route de Gilly",46.452464,6.331072,,8582692:
"Bursinel, Château",46.44093,6.307323,,8583459:
"Gilly-Bursinel, gare sud",46.443545,6.306995,,8581660:
"Bursinel, village",46.438985,6.305373,,8579649:
"Dully, St-Bonnet",46.436166,6.300617,,8581672:
"Dully, Bourg d'Amont",46.432532,6.297089,,8500730:
"Dully, Sous-Dully",46.430618,6.29994,,8570061:
"Gland, Lignière-Dullive",46.424297,6.290472,,8583430:
"Gland, Perron/Riant-Coteau",46.420518,6.282486,,8583804:
"Gland, Perron/Fleurs",46.420031,6.277956,,8583803:
"Rolle, Baccara",46.457599,6.323507,,8582690:
"Rolle, La Pièce",46.461062,6.322564,,8570055:
"Rolle, centre ville",46.457734,6.33828,,8583821:
"Rolle, place des Tilleuls",46.46023,6.340494,,8570035:
"Rolle, Les Eaux",46.461358,6.338063,,8583682:
"Luins, Le Vernay",46.437869,6.290145,,8583460:
"Rolle, Les Vernes",46.462588,6.343389,,8582696:
"Rolle, hôpital",46.46443,6.345994,,8570036:
"Mont-sur-Rolle, Bellefontaine",46.463608,6.348433,,8582676:
"Perroy, village",46.468899,6.363586,,8570040:
"Perroy, Vinicole",46.470488,6.367982,,8570041:
"Féchy, Auberge",46.479557,6.372881,,8581659:
"Féchy, En Burnens",46.473874,6.380767,,8583527:
"Rolle, Bellefontaine",46.462675,6.346837,,8570037:
Beffeux,46.308694,6.893887,,8504664:
"Torgon, Bonne-Année",46.306853,6.890777,,8504665:
"Torgon, Le Chêne",46.309122,6.887418,,8504666:
"Torgon, Les Foyards",46.311119,6.880206,,8580655:
Mayen-sur-Vionnaz,46.313698,6.879634,,8504667:
"Torgon, Sur Mayen",46.315319,6.881785,,8580654:
Revereulaz,46.315568,6.879316,,8504668:
"Torgon, Planchamp",46.319758,6.879052,,8582389:
"Torgon, village",46.319828,6.876675,,8582531:
"Torgon, La Lanche",46.318592,6.874156,,8504669:
"Torgon, douane",46.316426,6.865766,,8580653:
"Torgon, La Cheurgne",46.315359,6.861064,,8580652:
"Torgon, La Jorette",46.31482,6.868314,,8501971:
"Chemin, Chez-Larzes",46.091567,7.104635,,8570994:
"Chemin, sommet village",46.091688,7.099682,,8580646:
"Chemin, Les Frênes",46.088422,7.099457,,8583563:
Chemin-Dessus,46.088868,7.092589,,8570993:
"Chemin, Trois Limites",46.088722,7.088776,,8570992:
"Chemin, contour du Botzaz",46.088993,7.086383,,8570991:
"Chemin, Ecotteaux bif.",46.090332,7.08022,,8570990:
Chemin-Dessous,46.092515,7.079469,,8570989:
"Martigny, Rue des Meillerettes",46.091123,7.060795,,8583880:
"Martigny, ch. des Ecoliers",46.093507,7.063468,,8584675:
"Martigny, St-Théodule",46.09775,7.065339,,8583802:
"Martigny, ch. du Scex",46.100078,7.067574,,8583800:
"Martigny, Rossettan",46.095114,7.062578,,8583798:
"Martigny-Combe, sur-le-Scex",46.103747,7.064367,,8570977:
Sommet-des-Vignes,46.098212,7.055703,,8570978:
"Ravoire, bif. La Forclaz",46.082688,7.038425,,8570970:
"Le Cergneux, bif.",46.078532,7.035715,,8570968:
"Le Cergneux, hameau",46.076262,7.034866,,8583414:
"Le Fays, village",46.072799,7.030122,,8580756:
"Le Fays, bif.",46.076141,7.028908,,8570969:
"Martigny-Combe, Le Chanton",46.072778,7.026685,,8580643:
"Martigny-Combe, cont. Chanton",46.069103,7.025329,,8570979:
"Martigny-Combe, Drapeau Suisse",46.067477,7.021232,,8570980:
"La Caffe, bif.",46.066293,7.019768,,8570981:
Col-de-la-Forclaz,46.057829,7.001058,,8501864:
"Trient, village",46.055381,6.996181,,8557088:
"Trient, Betty",46.056461,6.993976,,8501787:
Le Brocard,46.077463,7.051661,,8570964:
Les Rappes VS,46.082233,7.047012,,8570965:
"Martigny-Combe,Pied-du-Château",46.081004,7.045508,,8570966:
"Martigny-Croix, Chanton-Bas",46.081735,7.043499,,8583864:
"La Fontaine, hameau",46.078786,7.038906,,8570967:
"Ravoire, Planojean",46.092299,7.044379,,8570971:
"Ravoire, Cretex",46.09651,7.047284,,8570972:
"Ravoire, colonie",46.097038,7.046634,,8580644:
"Ravoire, hôtel",46.09512,7.04326,,8570973:
"Ravoire, Le Feylet",46.101684,7.047622,,8570974:
"Martigny-Croix, Pl. Centrale",46.086599,7.055733,,8586520:
"Produit, bif.",46.188423,7.195443,,8579394:
Montagnon,46.190522,7.192843,,8579395:
"Les Places, bif.",46.191187,7.188462,,8579396:
Dugny,46.18895,7.182035,,8579397:
"Leytron, Haut de Dugny",46.190176,7.178972,,8581448:
"Leytron, Pré d'Enclon",46.191247,7.179356,,8582725:
"Morthey, Préplan",46.191883,7.178291,,8582503:
"Morthey, En Rion",46.193717,7.177557,,8579398:
"Morthey, Pont-de-Pierre",46.195331,7.175476,,8579399:
"Morthey, centre",46.196767,7.174005,,8579400:
"Ovronnaz, chapelle",46.200504,7.171992,,8582504:
"Ovronnaz, centre",46.203499,7.167728,,8501334:
"Ovronnaz, télé/centre sportif",46.204524,7.161026,,8511037:
"St-George, Côte-Malherbe",46.513523,6.270021,,8570018:
"Gimel, Côte Réviol",46.510828,6.282732,,8570020:
"Gimel, En Péry-Béliaux",46.508064,6.294974,,8579840:
"Gimel, Le Signal",46.50791,6.302052,,8570021:
"Mont-sur-Rolle, Sans Souci",46.481465,6.336195,,8579690:
"Mont-sur-Rolle, Bugnaux",46.475274,6.325057,,8500736:
"Mont-sur-Rolle, Mont-Dessus",46.475108,6.3301,,8579222:
"Mont-sur-Rolle, La Ferme",46.474945,6.335495,,8579223:
"Mont-sur-Rolle,Maison de Ville",46.472628,6.336011,,8579224:
"Mont-sur-Rolle, église",46.470642,6.336182,,8500737:
"Les Diablerets, Les Preises",46.349687,7.182935,,8571278:
"Les Diablerets, Les Parchets",46.349382,7.175714,,8571279:A
"Les Diablerets, Les Diablotins",46.349459,7.170089,,8584837:A
"Les Diablerets, Les Rochers",46.350512,7.166563,,8571280:A
"Les Diablerets, Lilas/Chamois",46.352817,7.152793,,8584842:A
"Les Diablerets, gare",46.351169,7.15553,,8579125:A
"Les Diablerets, Les Vioz",46.347562,7.155835,,8584841:A
"Les Diablerets,parc des sports",46.347952,7.157002,,8584840:A
"Les Diablerets, Commune",46.348648,7.158375,,8584839:A
"Les Diablerets, Les Ormonts",46.350188,7.158978,,8584838:A
"Aigle, place du Marché",46.317376,6.970218,,8570601:P
"Aigle, Les Glariers",46.320658,6.967723,,8596090:W
"Yvorne, Socrettaz",46.326496,6.961297,,8595963:B
"Yvorne, Clos de l'Ombren",46.329287,6.955376,,8587746:T
"Versvey, Lac Vernay/campings",46.346184,6.940878,,8591834:P
"Roche VD, centre commercial",46.353306,6.933011,,8591823:B
"Roche VD, Rotzéranne-Pré-Clos",46.357295,6.931831,,8591822:D
"Roche VD, Salines",46.360999,6.929262,,8591820:F
"Rennaz, centre commercial",46.383871,6.92234,,8570583:O
"Corbeyrier, Luan",46.35789,6.973948,,8582430:A
"Corbeyrier, Vers la Doey",46.351909,6.961164,,8570606:M
"Corbeyrier, poste",46.348577,6.960479,,8501759:B
"Corbeyrier, Vers-la-Crête",46.346533,6.962107,,8570605:I
"Corbeyrier, En Saconnex",46.345124,6.962795,,8583765:B
"Corbeyrier, place Champillon",46.341587,6.956202,,8583404:B
"Corbeyrier, Vers-Cort",46.343,6.960567,,8504661:B
"Yvorne, Vers-Chenaux",46.336297,6.964496,,8570604:B
"Yvorne, Vers Morey",46.333314,6.963211,,8504660:L
"Yvorne, Le Torrent",46.331515,6.958967,,8570603:G
"Yvorne, anc. poste",46.329384,6.961414,,8570602:I
"Aigle, ch. des Lieugex",46.320185,6.960158,,8593764:Y
"Aigle, av. Margencel",46.318163,6.964953,,8593763:M
"Aigle, Marjolin",46.307861,6.967724,,8512152:B
"Ollon VD, gare",46.29686,6.993341,,8570607:A
"Ollon VD, bif. rte d'Antagnes",46.293635,7.001297,,8579132:K
"Antagnes, Glutières",46.285358,7.012989,,8504687:A
"Ollon VD, bif. Forchex",46.281411,7.018314,,8504688:O
"Auliens, halte",46.28376,7.026042,,8504689:D
"Huémoz, Les Combes",46.287077,7.027639,,8501558:E
"Huémoz, village",46.2902,7.023255,,8501557:H
"Huémoz, Bellevue",46.292797,7.029737,,8579131:J
"Chesières, cimetière",46.295709,7.036489,,8579130:K
"Chesières, La Palette",46.297787,7.039251,,8579129:N
"Chesières, Hôtel du Soleil",46.300835,7.042882,,8579128:P
"Chesières, Aiglon Collège",46.302014,7.046708,,8579127:F
"Villars-sur-Ollon, rte du Roc",46.301431,7.050688,,8510069:X
"Villars-sur-Ollon, télécabine",46.303417,7.055009,,8510070:B
"Villars-sur-Ollon, Hôtels",46.298104,7.057488,,8510071:M
"Villars-sur-Ollon, centre",46.297769,7.054641,,8510072:K
"Villars-sur-Ollon, gare",46.29575,7.056085,,8579114:A
"Arveyes, gare",46.291221,7.062891,,8510586:O
"Gryon Barboleuse, gare",46.283305,7.071172,,8587098:A
"Ollon VD, Le Moulin",46.297954,6.999341,,8570608:J
"Ollon VD, Plan-d'Essert",46.303031,7.000209,,8570609:B
"Ollon VD, Crettaz-Tavez",46.306708,7.001983,,8570610:R
"Panex, En Mers",46.308801,7.008249,,8570611:T
"Panex, Bois de la Glaive",46.310144,7.006967,,8511064:A
"Panex, Au Pomey rouge",46.311026,7.011282,,8570612:A
"Panex, village",46.310765,7.01379,,8501777:W
"Panex, La Croisée",46.310287,7.015844,,8570613:H
"Panex, réservoir",46.311248,7.017235,,8511063:K
"Panex, Forêt des Esserts",46.315895,7.019157,,8511066:L
"Plambuit, bifurcation",46.320996,7.026641,,8510625:J
"Plambuit, Hameau",46.323595,7.028855,,8570615:A
"Ollon VD, cimetière",46.297766,6.988116,,8504436:Z
"Ollon VD, Vergers",46.294507,6.989675,,8504435:T
"Ollon VD,collège de Perrosalle",46.291038,6.987547,,8504432:A
"Bex, Servanne",46.248682,7.015209,,8575219:H
"Bex, Pont-Neuf",46.250356,7.020175,,8510820:M
"Bévieux, gare",46.258564,7.031097,,8570646:F
"Bex, En Rond",46.260057,7.033306,,8511067:G
"Bex, route des Monts bif.",46.264504,7.037019,,8570647:J
"Bex, Les Véneresses",46.263976,7.058631,,8570648:A
"Frenières-sur-Bex, bif.",46.260002,7.069955,,8504691:B
"Les Plans-sur-Bex, Le Chamois",46.255658,7.090034,,8570649:D
"Les Plans-sur-Bex, village",46.256908,7.092983,,8501778:A
"Fenalet-sur-Bex, village",46.271871,7.02695,,8570645:C
"Fenalet-sur-Bex, Grande Salle",46.271012,7.025529,,8580900:B
"Bex, Le Chêne",46.266611,7.027418,,8570644:B
"Bex, Les Luisances",46.265277,7.026662,,8570643:U
"Bex, Pré Meuran",46.266355,7.022247,,8511068:A
"Bex, Les Dévens",46.27019,7.017545,,8570642:T
"Bex, Le Chavalet",46.266863,7.005936,,8570640:A
"Bex, Planche-de-Fy",46.26305,7.003904,,8509023:I
"Bex, En Bellin",46.258065,7.001272,,8580669:B
"Bex, rte d'Aigle",46.25402,7.006751,,8570639:Q
"Bex, Mines de Sel",46.27759,7.026167,,8505919:A
"La Forclaz VD, village",46.350922,7.067426,,8501766:A
"La Forclaz VD, Vougny-Paluex",46.349529,7.059733,,8570636:O
"La Forclaz VD, Le Bouillet",46.346825,7.052815,,8570635:M
"La Forclaz VD, Les Granges",46.343624,7.05059,,8570634:A
"La Forclaz VD, La Trappaz",46.348525,7.050114,,8570633:B
"Les Planches (Aigle), gare",46.354534,7.055293,,8570632:H
"Le Sépey, gare",46.361317,7.052634,,8501975:A
"Château-d'Oex, gare",46.474484,7.13241,,8570618:A
"Château-d'Oex, Le Petit-Pré",46.471327,7.125788,,8570619:X
"Les Moulins, Pont-de-Pierre",46.464637,7.114162,,8501348:A
"Les Moulins, village",46.460746,7.10631,,8501347:S
"Les Moulins, Les Crêts",46.457694,7.114855,,8507925:Q
"Les Moulins, La Rosettaz",46.458522,7.121254,,8501349:B
"Les Moulins, Les Chabloz",46.45575,7.117665,,8501343:B
"L'Etivaz, four à pain",46.437365,7.124618,,8507931:A
"L'Etivaz, Devant-de-l'Etivaz",46.434053,7.127331,,8501345:I
"L'Etivaz, Le Bouraz",46.432225,7.133222,,8501701:B
"L'Etivaz, Les Vieux Bains",46.425966,7.140998,,8507929:E
"L'Etivaz, Maison de L'Etivaz",46.423854,7.145159,,8501763:A
"L'Etivaz, Bains-de-l'Etivaz",46.425311,7.134835,,8501700:B
"La Lécherette,cont.de la Borne",46.427033,7.113295,,8501344:Y
"La Lécherette, village",46.420222,7.106702,,8501799:W
"Les Mosses, L'Arsaz",46.407351,7.104557,,8501702:U
"Les Mosses, Col des Mosses",46.39733,7.101356,,8501792:S
"Les Mosses, village",46.394476,7.100554,,8586294:H
"Les Mosses, église",46.391024,7.095493,,8501346:Q
"La Comballaz, L'Ortier",46.385816,7.089728,,8573653:O
"La Comballaz, Les Voëttes",46.382306,7.086306,,8570620:B
"La Comballaz, centre",46.379923,7.083631,,8501758:K
"La Comballaz, Le Pilet",46.375599,7.078812,,8570621:I
"Le Sépey, Aux Caudreys",46.365132,7.071812,,8570622:A
"Le Sépey, La Mosse",46.363573,7.060128,,8570623:Z
"Le Sépey, La Combaz",46.360505,7.059851,,8570624:W
"Leysin-Feydey, gare",46.344733,7.008951,,8501974:A
"Leysin, Central Résidence",46.34525,7.012436,,8595110
"Leysin, télécabine Berneuse",46.346465,7.017303,,8570631:G
"Leysin, place du Marché",46.343896,7.013569,,8501330:I
"Leysin, place de la Tour d'Aï",46.342324,7.014321,,8570630:L
"Leysin, Centres Sportifs",46.340926,7.017969,,8557099:M
"Leysin, En Crettaz",46.346193,7.026671,,8570629:B
"Cergnat, Pied de Crettaz",46.349484,7.031062,,8570628:A
"Cergnat, Les Noisetiers",46.353166,7.034386,,8570627:S
"Cergnat, église",46.357398,7.043294,,8570626:B
"Château-d'Oex, Granges d'Oex",46.463422,7.123503,,8507221:B
"Morgins, le Corbeau",46.239782,6.853584,,8510295:A
"Morgins, école",46.238259,6.85358,,8510294:C
"Morgins, poste",46.237191,6.856526,,8501890:E
"Morgins, La Cergnat",46.237893,6.860644,,8579059:H
"Morgins, Bayèse",46.239045,6.869551,,8579058:J
"Morgins, Fenebet",46.240919,6.880915,,8500744:L
"Morgins, En Archoz",46.240931,6.886917,,8579057:N
"Morgins, Rière",46.237606,6.896959,,8500704:P
"Troistorrents, Thiésaz",46.23647,6.916614,,8500748:Z
"Troistorrents, Rt de la Crotaz",46.238968,6.919157,,8510870:B
"Troistorrents, Collaire",46.234823,6.919112,,8510293:U
"Troistorrents, Es-Cortaz",46.237501,6.922903,,8500702:S
"Troistorrents, La Tine",46.231319,6.919498,,8579054:E
"Troistorrents, gare",46.227839,6.915465,,8579053:A
"Troistorrents, village",46.229398,6.918519,,8510292:D
"Troistorrents, Les Neys",46.23543,6.926149,,8510291:L
"Troistorrents, Bonnares",46.236855,6.928328,,8510475:R
"Troistorrents, Lévaux",46.239957,6.930463,,8510290:H
"Troistorrents, Vers-Encier",46.245622,6.935758,,8510288:F
"Monthey, hôpital",46.250834,6.94148,,8579049:V
"Collombey, St Didier",46.268748,6.951842,,8504478:H
"Monthey, Trollietta",46.253956,6.951327,,8579973:G
"Monthey, place centrale",46.252031,6.947039,,8583719:S
"Monthey, Vieux-Pont",46.250002,6.947939,,8583381:O
"Choëx, Combasse",46.244452,6.954368,,8579034:E
"Choëx, Bercla",46.241534,6.96427,,8579035:N
"Choëx, Croix du Têt",46.240276,6.962444,,8579036:K
"Choëx, Fin de Choëx",46.239411,6.96415,,8579037:G
