rank,title,url,organization,relevance_score,spatial_score,name_match_score,thematic_score,usability_score,matched_places,matched_themes,formats,zurich_relevant,description
846,Offices des poursuites et des faillites,https://opendata.swiss/en/dataset/betreibungs-und-konkursamter,Office de l'information géographique du canton de Berne,34.94,30.0,0.0,43.75,100.0,,"coworking, population","GPKG, PARQUET, SHP",False,Dès le 1.1.2010 le canton de Berne est subdivisé en cinq régions des poursuites et des faillites. Cette division se base sur les régions administratives et les arrondissements administratifs du canton
847,Arrondissements de l'Office des ponts et chaussées,https://opendata.swiss/en/dataset/tiefbauamtkreise,Office de l'information géographique du canton de Berne,34.94,30.0,0.0,43.75,100.0,,"coworking, population","GPKG, PARQUET, SHP",False,"L'Office des ponts et chaussées du canton de Berne comprend quatre arrondissements d'ingénieur en chef, chacun avec des inspections des routes. Les données d'attributs sont les adresses des arrondisse"
848,,https://opendata.swiss/en/dataset/swiss-photography-metadata,OpenGLAM CH Working Group,34.94,30.0,0.0,43.75,100.0,,"coworking, population",JSON,False,
849,,https://opendata.swiss/en/dataset/durchlass-amphibienzugstellen,AGIS Service Center Kanton Aargau,34.94,30.0,0.0,43.75,100.0,,"coworking, population","SERVICE, WMS",False,
850,,https://opendata.swiss/en/dataset/leitsystem-amphibienzugstellen,AGIS Service Center Kanton Aargau,34.94,30.0,0.0,43.75,100.0,,"coworking, population","SERVICE, WMS",False,
851,,https://opendata.swiss/en/dataset/stopprinne-amphibienzugstellen,AGIS Service Center Kanton Aargau,34.94,30.0,0.0,43.75,100.0,,"coworking, population","SERVICE, WMS",False,
852,,https://opendata.swiss/en/dataset/bauinv-dienstl-5-jahre-fr-einw,Statistisches Amt Kanton Zürich,34.94,30.0,0.0,43.75,100.0,,"coworking, population",CSV,True,
853,,https://opendata.swiss/en/dataset/geb-vol-dienstleistungen-anteil,Statistisches Amt Kanton Zürich,34.94,30.0,0.0,43.75,100.0,,"coworking, population",CSV,True,
854,Valeurs nutritives des aliments,https://opendata.swiss/en/dataset/naehrwerte_lebensmittel,Office fédéral de la sécurité alimentaire et des affaires vétérinaires OSAV,34.94,30.0,0.0,43.75,100.0,,"coworking, population","API, XLS",False,La base de données suisse des valeurs nutritives librement consultable en ligne sur le présent site est un fichier de l’Office fédéral de la securité alimentaire et des affaires vétérinaires OSAV cons
855,Indicateurs de qualité des hôpitaux suisses de soins aigus 2010,https://opendata.swiss/en/dataset/qualitatsindikatoren-der-schweizer-akutspitaler-2010,Office fédéral de la santé publique OFSP,34.94,30.0,0.0,43.75,100.0,,"coworking, population","CSV, PDF, ZIP",False,"Les indicateurs de qualité des hôpitaux suisses de soins aigus contiennent des données relatives aux traitements appliqués dans les hôpitaux suisses en 2010. Les nombres de cas, divers pourcentages (p"
856,Indicateurs de qualité des hôpitaux suisses de soins aigus 2011,https://opendata.swiss/en/dataset/qualitatsindikatoren-der-schweizer-akutspitaler-2011,Office fédéral de la santé publique OFSP,34.94,30.0,0.0,43.75,100.0,,"coworking, population","CSV, PDF, ZIP",False,"Les indicateurs de qualité des hôpitaux suisses de soins aigus contiennent des données relatives aux traitements appliqués dans les hôpitaux suisses en 2011. Les nombres de cas, divers pourcentages (p"
857,Personnes en sous-emploi et taux de sous-emploi selon différentes caractéristiques,https://opendata.swiss/en/dataset/unterbeschaftigte-und-unterbeschaftigungsquoten-nach-verschiedenen-merkmalen12,Office fédéral de la statistique OFS,34.94,30.0,0.0,43.75,100.0,,population,"HTML, XLS",False,"Ce dataset présente les personnes en sous-emploi et les taux de sous-emploi de la population résidante permanente selon différentes caractéristiques, depuis 2022. Les données de 2004 à 2020 n'ont pas "
858,"Personnes actives occupées selon le nombre d'emplois, le sexe, la nationalité, les groupes d'âges, le type de famille",https://opendata.swiss/en/dataset/erwerbstatige-nach-anzahl-arbeitsstellen-nach-geschlecht-nationalitat-altersgruppen-familientyp7,Office fédéral de la statistique OFS,34.94,30.0,0.0,43.75,100.0,,population,"HTML, XLS",False,"Ce dataset présente les personnes actives occupées de la population résidante permanente selon le nombre d’emplois, le sexe, la nationalité, les groupes d’âges et le type de famille, depuis 1991."
859,NEET : personnes ni en emploi ni en formation de 2023,https://opendata.swiss/en/dataset/neet-personen-die-weder-erwerbstatig-noch-in-ausbildung-sind-2023,Office fédéral de la statistique OFS,34.94,30.0,0.0,43.75,100.0,,population,"HTML, XLS",False,"Ce dataset présente les personnes ni en emploi ni en formation (NEET) de la population résidante permanente, pour l’année 2023, puis à partir de 2025. Les données de 2010 à 2020 n'ont pas été établies"
860,,https://opendata.swiss/en/dataset/anthropogenic-change-and-soil-net-n-mineralization,EnviDat: le portail de données environnementales,34.94,30.0,0.0,43.75,100.0,,"noise_environment, population",XLS,False,
861,KOF Indicateur de la situation des affaires,https://opendata.swiss/en/dataset/kof-business-situation-indicator,KOF Centre de recherches conjoncturelles,34.94,30.0,0.0,43.75,100.0,,"population, urban_planning",CSV,False,"The KOF Business Situation Indicator is based on over 4,500 Swiss enterprise respondents. Each month, a survey is conducted among companies active in industry, retail, construction, project engineerin"
862,Marchandises: Commerce extérieur - Métadonnées - Emploi des marchandises,https://opendata.swiss/en/dataset/waren-aussenhandel-stammdaten-verwendungszweck,Office fédéral de la douane et de la sécurité des frontières OFDF,34.94,30.0,0.0,43.75,100.0,,population,CSV,False,Marchandises: Commerce extérieur - Métadonnées - Emploi des marchandises Classification nationale comprenant 6 groupes principaux et 131 sous-groupes
863,Marchandises: Commerce extérieur selon emploi / pays,https://opendata.swiss/en/dataset/waren-aussenhandel-nach-verwendungszweck-land,Office fédéral de la douane et de la sécurité des frontières OFDF,34.94,30.0,0.0,43.75,100.0,,population,CSV,False,Marchandises: Commerce extérieur agrégé selon l'emploi des marchandises et pays Données mensuelles / Disponibles dès 1988
864,,https://opendata.swiss/en/dataset/adressen-der-polizeiposten,Canton de Bâle-Campagne,34.94,30.0,0.0,43.75,100.0,,"safety, transport","CSV, GPX, JSON, JSON-LD, KML, N3, OCTET, PARQUET, RDF TURTLE, RDF XML, TXT, XLS, ZIP",False,
865,"Cadastres de bruit des installations ferroviaires - bruit ferroviaire, immissions admissibles nuit",https://opendata.swiss/en/dataset/larmbelastungskataster-fur-eisenbahnanlagen-eisenbahnlarm-zulassige-immissionen-nacht,Office fédéral des transports OFT,34.94,30.0,0.0,43.75,100.0,,"noise_environment, urban_planning","API, HTML, SERVICE, WMS, WMTS",False,"Le cadastre indique les valeurs contraignantes d'exposition au bruit ferroviaire (valeurs d'émission et d'immission). Les immissions admissibles Lr,e in [dB(A)] ont été consignées dans une décision de"
866,Lärmbelastungskataster Strassen (Nacht) (UR),https://opendata.swiss/en/dataset/larmbelastungskataster-strassen-nacht-ur,"Lisag AG, Geoinformation Kanton Uri",34.94,30.0,0.0,43.75,100.0,,"noise_environment, urban_planning","WFS, WMS",False,"Der Kanton (kantonale Vollzugsbehörde) ist nach Art. 37 (LSV) verpflichtet, für seine Strassen einen Lärmbelastungskataster zu führen und diesen periodisch zu aktualisieren. Der Lärmbelastungskataster"
867,"Cadastres de bruit des installations ferroviaires - bruit ferroviaire, immissions effectives nuit",https://opendata.swiss/en/dataset/larmbelastungskataster-fur-eisenbahnanlagen-eisenbahnlarm-tatsachliche-immissionen-nacht,Office fédéral des transports OFT,34.94,30.0,0.0,43.75,100.0,,"noise_environment, urban_planning","API, HTML, SERVICE, WMS, WMTS",False,"Le cadastre indique les valeurs contraignantes d'exposition au bruit ferroviaire (valeurs d'émission et d'immission).Les immissions effectives Lr,e en [dB(A)] ont été déterminées sur la base du trafic"
868,"Cadastres de bruit des installations ferroviaires - bruit ferroviaire, émissions effectives nocturnes",https://opendata.swiss/en/dataset/larmbelastungskataster-fur-eisenbahnanlagen-eisenbahnlarm-tatsachliche-emissionen-nacht,Office fédéral des transports OFT,34.94,30.0,0.0,43.75,100.0,,"noise_environment, urban_planning","API, HTML, SERVICE, WMS, WMTS",False,"Le cadastre indique les valeurs contraignantes d'exposition au bruit ferroviaire (valeurs d'émission et d'immission).Les émissions effectives Lr,e en [dB(A)] ont été déterminées sur la base du trafic "
869,Carte indicative de planification (CIP) relative au modèle climatique cantonal,https://opendata.swiss/en/dataset/planungshinweiskarte-zum-kantonalen-klimamodell-phk,Office de l'information géographique du canton de Berne,34.94,30.0,0.0,43.75,100.0,,"energy, noise_environment","GPKG, PARQUET, SHP, TIFF",False,Les CIP proposent une évaluation exhaustive des paramètres climatiques modélisés en vue du traitement de questions de planification. Une distinction est opérée entre la situation diurne et nocturne. D
870,"Taux de pauvreté, selon différentes caractéristiques",https://opendata.swiss/en/dataset/armutsquote-nach-verschiedenen-merkmalen4,Office fédéral de la statistique OFS,34.94,30.0,0.0,43.75,100.0,,"population, urban_planning","HTML, XLS",False,"Ce dataset présente les données annuelles du taux de pauvreté selon différentes caractéristiques (la classe d'âge, le sexe, la nationalité (Suisse, étranger, Europe du Nord et l'Ouest, Europe du Sud, "
871,Musées: fréquentation et médiation culturelle,https://opendata.swiss/en/dataset/museen-besuche-und-kulturvermittlung5,Office fédéral de la statistique OFS,34.94,30.0,0.0,43.75,100.0,,"public_space, tourism_heritage","HTML, XLS",False,
872,"Pauvreté avant et après transferts sociaux, risque de pauvreté et privation",https://opendata.swiss/en/dataset/armut-vor-und-nach-sozialtransfers-armutsgefahrdung-und-deprivation1,Office fédéral de la statistique OFS,34.94,30.0,0.0,43.75,100.0,,"population, urban_planning","CSV, HTML, ODS",False,"Ce dataset présente les données annuelles du taux de pauvreté avant et après transferts sociaux, du taux de risque de pauvreté et du taux de privation matérielle selon la classe d'âge, le sexe, la nat"
873,,https://opendata.swiss/en/dataset/bibliotheksstatistik-stadtbibliothek,Stadt Zug,34.94,30.0,0.0,43.75,100.0,,"coworking, public_space","CSV, JSON",False,
874,,https://opendata.swiss/en/dataset/bibliotheken-standort-und-informationen-wms,Stadt Luzern,34.94,30.0,0.0,43.75,100.0,,"coworking, public_space",WMS,False,
875,,https://opendata.swiss/en/dataset/bibliotheken-standort-und-informationen-wfs,Stadt Luzern,34.94,30.0,0.0,43.75,100.0,,"coworking, public_space",WFS,False,
876,,https://opendata.swiss/en/dataset/bibliothekenstatistik-der-offentlichen-bibliotheken-im-kanton-thurgau-2005-2019,Canton de Thurgovie,34.94,30.0,0.0,43.75,100.0,,"coworking, public_space","CSV, JSON, JSON-LD, N3, PARQUET, RDF TURTLE, RDF XML, XLS",False,
877,,https://opendata.swiss/en/dataset/bibliothekenstatistik-der-offentlichen-bibliotheken-im-kanton-thurgau-ab-2020,Canton de Thurgovie,34.94,30.0,0.0,43.75,100.0,,"coworking, public_space","CSV, JSON, JSON-LD, N3, PARQUET, RDF TURTLE, RDF XML, XLS",False,
878,Photographies de Max Frisch,https://opendata.swiss/en/dataset/photos-from-the-max-frisch-archive-2,Bibliothèque de l’ETH,34.94,30.0,0.0,43.75,100.0,,"coworking, public_space",TIFF,True,
879,Photographies sur Thomas Mann,https://opendata.swiss/en/dataset/photographs-on-thomas-mann-2,Bibliothèque de l’ETH,34.94,30.0,0.0,43.75,100.0,,"coworking, public_space",TIFF,False,
880,,https://opendata.swiss/en/dataset/prints-and-drawings-in-the-graphische-sammlung-eth-zurich,Bibliothèque de l’ETH,34.94,30.0,0.0,43.75,100.0,,"coworking, public_space",TIFF,False,
881,,https://opendata.swiss/en/dataset/fotos-der-documenta-natura-1987-2010,Bibliothèque de l’ETH,34.94,30.0,0.0,43.75,100.0,,"coworking, public_space",JSON,False,
882,,https://opendata.swiss/en/dataset/collection-of-astronomical-instruments-eth-zuerich,Bibliothèque de l’ETH,34.94,30.0,0.0,43.75,100.0,,"coworking, public_space",TIFF,False,
883,"Photographies du photographe, pilote et pionnier de l'aviation Walter Mittelholzer (1894-1937)",https://opendata.swiss/en/dataset/photos-by-the-swiss-photographer-pilot-and-aviation-pioneer-walter-mittelholzer-1894-1937,Bibliothèque de l’ETH,34.94,30.0,0.0,43.75,100.0,,"coworking, public_space","SERVICE, TIFF",False,
884,,https://opendata.swiss/en/dataset/bibliotheken-standort-und-informationen,Stadt Luzern,34.94,30.0,0.0,43.75,100.0,,"coworking, public_space","DXF, GPKG, JSON",False,
885,,https://opendata.swiss/en/dataset/manuskripte-friedrich-glauser1,Bibliothèque nationale suisse BN,34.94,30.0,0.0,43.75,100.0,,"coworking, public_space","CSV, ZIP",False,
886,,https://opendata.swiss/en/dataset/autographensammlung-hans-rhyn1,Bibliothèque nationale suisse BN,34.94,30.0,0.0,43.75,100.0,,"coworking, public_space","CSV, ZIP",False,
887,,https://opendata.swiss/en/dataset/restaurants-anz,Statistisches Amt Kanton Zürich,34.94,30.0,0.0,43.75,100.0,,"coworking, public_space",CSV,True,
888,,https://opendata.swiss/en/dataset/points-of-interest-in-der-stadt-zug,Stadt Zug,34.94,30.0,0.0,43.75,100.0,,"coworking, public_space","CSV, GEOJSON, GPKG, JSON",False,
889,,https://opendata.swiss/en/dataset/restaurants-pro-1000-einwohner-anz,Statistisches Amt Kanton Zürich,34.94,30.0,0.0,43.75,100.0,,"coworking, public_space",CSV,True,
890,,https://opendata.swiss/en/dataset/offentlich-zugangliche-gastwirtschaften-nach-betriebsart-und-standort-juli-2022,Canton de Bâle-Campagne,34.94,30.0,0.0,43.75,100.0,,"coworking, public_space","CSV, GPX, JSON, JSON-LD, KML, N3, OCTET, PARQUET, RDF TURTLE, RDF XML, TXT, XLS, ZIP",False,
891,,https://opendata.swiss/en/dataset/historisierte-bestande-der-gastwirtschaftsbetriebe,Ville de Zurich,34.94,30.0,0.0,43.75,100.0,,"coworking, public_space",CSV,True,
892,,https://opendata.swiss/en/dataset/agglomerationsprogramme-massnahmen-punkte,AGIS Service Center Kanton Aargau,34.94,30.0,0.0,43.75,100.0,,"coworking, public_space","SERVICE, WMS",False,
893,,https://opendata.swiss/en/dataset/bachkataster,AGIS Service Center Kanton Aargau,34.94,30.0,0.0,43.75,100.0,,"coworking, public_space","SERVICE, WMS",False,
894,Orthofoto Tösstal,https://opendata.swiss/en/dataset/orthofoto-tosstal,Département de Géoinformation du Canton de Zurich,34.94,30.0,0.0,43.75,100.0,,"coworking, public_space",WMS,True,"Orthofoto ARE Tösstal 2007. Aufteilung gemäss Planeinteilung 1:2'500: Kacheln mit einer Fläche von 3.281 km2 (E-W: 2.1875 km, N-S: 1.5 km). Dies entspricht 1/64 der 1:25'000 Kacheln oder einer Übersic"
895,,https://opendata.swiss/en/dataset/gastrobetriebe-stadt-zug-2023,Stadt Zug,34.94,30.0,0.0,43.75,100.0,,"coworking, public_space","CSV, JSON",False,
896,,https://opendata.swiss/en/dataset/wc-anlagen-toiletten-standort-und-informationen,Stadt Luzern,34.94,30.0,0.0,43.75,100.0,,"coworking, public_space","DXF, GPKG, JSON",False,
897,,https://opendata.swiss/en/dataset/points-of-interest-und-deren-behindertengerechtigkeit-in-der-stadt-st-gallen,Ville de Saint-Gall,34.94,30.0,0.0,43.75,100.0,,"coworking, public_space","CSV, GPX, JSON, JSON-LD, KML, N3, OCTET, PARQUET, RDF TURTLE, RDF XML, TXT, XLS, ZIP",False,
898,Écoles obligatoires,https://opendata.swiss/en/dataset/standorte-offentlicher-volksschulen,Office de l'information géographique du canton de Berne,34.94,30.0,0.0,43.75,100.0,,"population, public_space","GPKG, PARQUET, SHP",False,Sites des écoles obligatoires du canton de Berne avec des détails sur les offres de l'unité scolaire associée
899,Agenda du Musée Ariana de Genève,https://opendata.swiss/en/dataset/agenda-des-ariana-museums-in-genf,Ville de Genève,34.94,30.0,40.0,43.75,20.0,"ariana, genf, genève, ginevra","public_space, tourism_heritage",SERVICE,False,Agenda des événements organisées par le Musée Ariana - musée suisse de la céramique et du verre.
900,Musées: collection et expositions,https://opendata.swiss/en/dataset/museen-sammlung-und-ausstellungen5,Office fédéral de la statistique OFS,34.94,30.0,0.0,43.75,100.0,,"public_space, tourism_heritage","HTML, XLS",False,
901,Musées: structure et financement,https://opendata.swiss/en/dataset/museen-struktur-und-finanzierung5,Office fédéral de la statistique OFS,34.94,30.0,0.0,43.75,100.0,,"public_space, tourism_heritage","HTML, XLS",False,
902,Statistique suisse des musées - résultats par type de musée,https://opendata.swiss/en/dataset/schweizerische-museumsstatistik-ergebnisse-nach-museumstyp1,Office fédéral de la statistique OFS,34.94,30.0,0.0,43.75,100.0,,"public_space, tourism_heritage","CSV, HTML, ODS",False,Les descriptions des variables du fichier CSV sont disponibles dans l'annexe.
903,"Personnes actives occupées selon la commune de domicile et la commune du lieu de travail, en 2014",https://opendata.swiss/en/dataset/erwerbstatige-nach-wohn-und-arbeitsgemeinde-2014,Office fédéral de la statistique OFS,34.94,30.0,0.0,43.75,100.0,,"population, transport","CSV, HTML, ODS",False,"Ce dataset présente les chiffres annuels du nombre d'actifs occupés selon le canton de domicile, la commune de domicile, le canton du lieu de travail et la commune de lieu de travail, en 2014. Les des"
904,"Personnes actives occupées selon la commune de domicile et la commune du lieu de travail, en 2018",https://opendata.swiss/en/dataset/erwerbstatige-nach-wohn-und-arbeitsgemeinde-2018,Office fédéral de la statistique OFS,34.94,30.0,0.0,43.75,100.0,,"population, transport","CSV, HTML, ODS",False,"Ce dataset présente les chiffres annuels du nombre d'actifs occupés selon le canton de domicile, la commune de domicile, le canton du lieu de travail et la commune de lieu de travail, en 2018. Les des"
905,,https://opendata.swiss/en/dataset/bevolkerungsbewegung-der-standigen-bevolkerung-nach-wohnsitz-seit-20111,Amt für Statistik,34.94,30.0,0.0,43.75,100.0,,"population, public_space","HTML, JSON",False,
906,"Densité d'occupation selon la classe de surface, par canton",https://opendata.swiss/en/dataset/belegungsdichte-nach-flachenklassen-und-nach-kanton4,Office fédéral de la statistique OFS,34.94,30.0,0.0,43.75,100.0,,urban_planning,"HTML, XLS",False,
907,"Densité d'occupation selon le nombre de pièces, par canton",https://opendata.swiss/en/dataset/belegungsdichte-nach-der-zimmerzahl-und-nach-kanton4,Office fédéral de la statistique OFS,34.94,30.0,0.0,43.75,100.0,,urban_planning,"HTML, XLS",False,
908,"Densité d'occupation par pièce selon le nombre de pièces, par canton",https://opendata.swiss/en/dataset/wohndichte-nach-zimmerzahl-und-nach-kanton4,Office fédéral de la statistique OFS,34.94,30.0,0.0,43.75,100.0,,urban_planning,"HTML, XLS",False,
909,"Densité d'occupation par pièce selon la composition des ménages, par canton",https://opendata.swiss/en/dataset/wohndichte-nach-haushaltszusammensetzung-nach-kanton4,Office fédéral de la statistique OFS,34.94,30.0,0.0,43.75,100.0,,urban_planning,"HTML, XLS",False,
910,"Densité d'occupation par pièce selon la classe de surface, par canton",https://opendata.swiss/en/dataset/wohndichte-nach-flachenklassen-und-nach-kanton4,Office fédéral de la statistique OFS,34.94,30.0,0.0,43.75,100.0,,urban_planning,"HTML, XLS",False,
911,Logements occupés selon la densité d'occupation par pièce (par canton et ville),https://opendata.swiss/en/dataset/bewohnte-wohnungen-nach-wohndichte-kantone-und-stadte4,Office fédéral de la statistique OFS,34.94,30.0,0.0,43.75,100.0,,urban_planning,"HTML, XLS",False,
912,"Densité d'occupation selon le groupe d'âge des membres du ménage privé, par canton",https://opendata.swiss/en/dataset/belegungsdichte-nach-altersklassen-der-haushaltsmitglieder-nach-kanton4,Office fédéral de la statistique OFS,34.94,30.0,0.0,43.75,100.0,,urban_planning,"HTML, XLS",False,
913,"Densité d'occupation selon la nationalité des membres du ménage privé et leur nombre, par canton",https://opendata.swiss/en/dataset/belegungsdichte-nach-anzahl-und-nationalitat-der-haushaltsmitglieder-nach-kanton4,Office fédéral de la statistique OFS,34.94,30.0,0.0,43.75,100.0,,urban_planning,"HTML, XLS",False,
914,"Densité d'occupation par pièce selon le groupe d'âge des membres du ménage privé, par canton",https://opendata.swiss/en/dataset/wohndichte-nach-altersklassen-der-haushaltsmitglieder-nach-kanton4,Office fédéral de la statistique OFS,34.94,30.0,0.0,43.75,100.0,,urban_planning,"HTML, XLS",False,
915,"Densité d'occupation par pièce selon la nationalité des membres du ménage privé et leur nombre, par canton",https://opendata.swiss/en/dataset/wohndichte-nach-der-anzahl-und-nationalitat-der-haushaltsmitglieder-nach-kanton4,Office fédéral de la statistique OFS,34.94,30.0,0.0,43.75,100.0,,urban_planning,"HTML, XLS",False,
916,Monitoring de la construction hors zone à bâtir - Rapport 2023,https://opendata.swiss/en/dataset/monitoring-bauen-ausserhalb-der-bauzonen-standbericht-2023,Office fédéral du développement territorial ARE,34.94,30.0,0.0,43.75,100.0,,urban_planning,XLS,False,"ors de la zone à bâtir, la construction est soumise à de sévères réglementations, qui visent à empêcher le mitage du territoire et à protéger les terres cultivables. L’ARE analyse régulièrement les év"
917,Registre cantonal des bâtiments et des logements (kGWR): bâtiments,https://opendata.swiss/en/dataset/kantonales-gebaude-und-wohnungsregister-kgwr-gebaude,Canton de Bâle-Campagne,34.94,30.0,0.0,43.75,100.0,,"energy, urban_planning","CSV, GPX, JSON, JSON-LD, KML, N3, OCTET, PARQUET, RDF TURTLE, RDF XML, TXT, XLS, ZIP",False,
918,"Cartes mensuelles des risques d'érosion des prairies permanentes suisses, perte moyenne de sol en tonnes (ha*mois), mars",https://opendata.swiss/en/dataset/monatliche-erosionsrisikokarten-des-schweizer-dauergrunlands-mittlerer-bodenabtrag-in-tonnen-ha3,Office fédéral de l'environnement OFEV,34.94,30.0,0.0,43.75,100.0,,"public_space, safety","HTML, SERVICE, WMS, WMTS",False,"Les cartes mensuelles des risques d'érosion des prairies permanentes suisses, d'une résolution spatiale de 100 m, indiquent la perte moyenne de sol en tonnes, par hectare et par mois. Les tons verts r"
919,"Prix de marché de référence selon l'art. 15, OEneR",https://opendata.swiss/en/dataset/referenz-marktpreise-gemass-art-15-enfv,Office fédéral de l'énergie OFEN,34.94,30.0,0.0,43.75,100.0,,"energy, public_space","CSV, PDF, XML",False,Les prix s'entendent hors TVA. Le prix de marché de référence est déterminant pour la fixation de la prime d’injection pour les installations de production bénéficiant de la rétribution de l’injection
920,Netzgebiete,https://opendata.swiss/en/dataset/netzgebiete,Amt für Geoinformation Kanton Schwyz,34.94,30.0,0.0,43.75,100.0,,"energy, safety","WFS, WMS",False,Dieser kantonal erweiterte Datensatz basiert auf dem minimalen Geodatenmodell (MGDM) «Stromversorgungssicherheit: Netzgebiete» und teilt den Kanton für jede Netzebene in verschiedene Versorgungsgebiet
921,,https://opendata.swiss/en/dataset/stromproduktion-der-solaranlagen-der-st-galler-stadtwerke-ab-2023,Ville de Saint-Gall,34.94,30.0,0.0,43.75,100.0,,energy,"CSV, GPX, JSON, JSON-LD, KML, N3, OCTET, PARQUET, RDF TURTLE, RDF XML, TXT, XLS, ZIP",False,
922,Scénarios de prix pour les contributions d’investissement destinées aux installations hydroélectriques et aux installations de bio-masse,https://opendata.swiss/en/dataset/preisszenarien-fur-die-investitionsbeitrage-wasserkraft-und-biomasse,Office fédéral de l'énergie OFEN,34.94,30.0,0.0,43.75,100.0,,"energy, public_space","CSV, SERVICE",False,La révision de la loi sur l’énergie (LEne) instaure au 1er janvier 2018 des contributions d’investissement pour les installations hydroélectriques et les installations de biomasse. Les recettes future
923,Scénarios de prix pour les rétributions uniques destinées aux grandes installations photovoltaïques,https://opendata.swiss/en/dataset/preisszenarien-fur-die-einmalvergutung-von-photovoltaik-grossanlagen,Office fédéral de l'énergie OFEN,34.94,30.0,0.0,43.75,100.0,,"energy, public_space","CSV, SERVICE",False,La révision de la loi sur l’énergie (LEne) instaure au 1er octobre 2022 des rétributions uniques pour les grandes installations photovoltaïques (Art. 71a). Les recettes futures de ces installations co
924,Matières premières énergétiques,https://opendata.swiss/en/dataset/energierohstoffe-vorkommen,Office fédéral de topographie swisstopo,34.94,30.0,0.0,43.75,100.0,,"energy, public_space","API, SERVICE, WMS",False,"Ce jeu de données montre l'emplacement où des matières premières énergétiques ont été identifiées ainsi que les anciens sites d'exploitation en Suisse. Actuellement, aucune matière première énergétiqu"
925,Aptitude des toitures à utiliser l’énergie solaire,https://opendata.swiss/en/dataset/eignung-von-hausdachern-fur-die-nutzung-von-sonnenenergie,Office fédéral de l'énergie OFEN,34.94,30.0,0.0,43.75,100.0,,energy,"API, GDB, GPKG, SERVICE, WMS, WMTS",False,"L’énergie solaire qui atteint la surface terrestre peut être exploitée au moyen de deux technologies éprouvées que sont le photovoltaïque (électricité) et le solaire thermique (chaleur), pour produire"
926,Potentiel des façades des bâtiments en matière d'exploitation de l'énergie solaire,https://opendata.swiss/en/dataset/eignung-von-hausfassaden-fur-die-nutzung-von-sonnenenergie,Office fédéral de l'énergie OFEN,34.94,30.0,0.0,43.75,100.0,,energy,"API, GDB, GPKG, SERVICE, WMS, WMTS",False,"L'énergie solaire qui atteint la surface terrestre peut être exploitée au moyen de deux technologies éprouvées que sont le photovoltaïque (électricité) et le solaire thermique (chaleur), pour produire"
927,Charges de personnel et autres charges d'exploitation (extrapolé) selon la division économique,https://opendata.swiss/en/dataset/personalkosten-und-ubriger-betriebsaufwand-nach-wirtschaftsabteilungen-hochgerechnet4,Office fédéral de la statistique OFS,34.94,30.0,0.0,43.75,100.0,,"energy, transport","HTML, XLS",False,
928,Charges de personnel et autres charges d'exploitation (extrapolé) selon la division économique,https://opendata.swiss/en/dataset/personalkosten-und-ubriger-betriebsaufwand-nach-wirtschaftsabteilungen-hochgerechnet5-1,Office fédéral de la statistique OFS,34.94,30.0,0.0,43.75,100.0,,"energy, transport","HTML, XLS",False,
929,Chiffre d'affaires et charges de marchandises et de matériaux (extrapolé) selon la division économique,https://opendata.swiss/en/dataset/umsatz-waren-und-materialaufwand-nach-wirtschaftsabteilungen-hochgerechnet4,Office fédéral de la statistique OFS,34.94,30.0,0.0,43.75,100.0,,"energy, transport","HTML, XLS",False,
930,,https://opendata.swiss/en/dataset/grundwasseraustritte-fassungen-und-anreicherungsanlagen,Canton de Thurgovie,34.94,30.0,0.0,43.75,100.0,,"energy, transport","SERVICE, WFS, WMS",False,
931,Zustand Fremdwasser,https://opendata.swiss/en/dataset/zustand-fremdwasser,"Lisag AG, Geoinformation Kanton Uri",34.94,30.0,0.0,43.75,100.0,,"public_space, tourism_heritage","WFS, WMS",False,"Der Zustandsbericht Fremdwasser gibt eine Übersicht über den Anfall von Fremdwasser und sogenanntem Reinabwasser. Der Bericht umfasst: Einleitungen von Bächen, Drainagen aus Meliorationsgebieten, Sick"
932,,https://opendata.swiss/en/dataset/birs-temperatur-wasserstand-und-abfluss,Canton de Bâle-Ville,34.94,30.0,0.0,43.75,100.0,,"energy, noise_environment","CSV, JSON, JSON-LD, N3, PARQUET, RDF TURTLE, RDF XML, XLS",False,
933,,https://opendata.swiss/en/dataset/randomised-trial-reveals-a-mismatch-between-preferences-for-and-hormonal-responses-to-anthropog,EnviDat: le portail de données environnementales,34.94,30.0,0.0,43.75,100.0,,"noise_environment, safety","PDF, XLS",False,
934,,https://opendata.swiss/en/dataset/freiraume-in-der-stadt-st-gallen,Ville de Saint-Gall,34.94,30.0,0.0,43.75,100.0,,"public_space, urban_planning","CSV, GPX, JSON, JSON-LD, KML, N3, OCTET, PARQUET, RDF TURTLE, RDF XML, TXT, XLS, ZIP",False,
935,,https://opendata.swiss/en/dataset/freiraume-in-der-stadt-st-gallen-geokoordinaten,Ville de Saint-Gall,34.94,30.0,0.0,43.75,100.0,,"public_space, urban_planning","CSV, GPX, JSON, JSON-LD, KML, N3, OCTET, PARQUET, RDF TURTLE, RDF XML, TXT, XLS, ZIP",False,
936,,https://opendata.swiss/en/dataset/verkaufspreise-median-pro-wohnung-und-pro-quadratmeter-wohnungsflache-im-stockwerkeigentum-2009-1,Ville de Zurich,34.94,30.0,0.0,43.75,100.0,,"population, urban_planning",CSV,True,
