station_id,name,lat_wgs84,lon_wgs84,provider_id,address,capacity,vehicle_types,is_virtual
donkey_ge:22164,Chemin de Poussy,46.218586,6.0944915,donkey_ge,,4,,False
donkey_ge:29061,Bâtiment-La Seymaz,46.206352,6.207583,donkey_ge,", ",3,,False
donkey_ge:18844,Tronchin 2,46.208855,6.1331162,donkey_ge,,6,,False
donkey_ge:20715,Rue du Lac 17,46.204002,6.1577806,donkey_ge,,3,,False
donkey_ge:18527,Gare Thônex-Moillesulaz,46.192646,6.206829,donkey_ge,", ",10,,False
donkey_ge:29063,Trois-Chênes Cafétéria ,46.208363,6.2147613,donkey_ge,", ",3,,False
donkey_ge:18532,Philosophes,46.19696,6.1452875,donkey_ge,,8,,False
donkey_ge:18401,P+R Bout-du-Monde,46.181576,6.156994,donkey_ge,,20,,False
donkey_ge:27934,Gare Creux-de-Genthod/Petite-Voie,46.26372,6.1606984,donkey_ge,,2,,False
donkey_ge:29091,Rue de Montbrillant 2,46.219048,6.14099,donkey_ge,,3,,False
donkey_ge:21973,CO Pinchat,46.17976,6.148767,donkey_ge,,8,,False
donkey_ge:22027,Bd. d'Yvoy ,46.198303,6.1334753,donkey_ge,,9,,False
donkey_ge:21965,Rue Léon-Nicole,46.211777,6.1483383,donkey_ge,", ",7,,False
donkey_ge:18489,Confignon,46.174004,6.0834007,donkey_ge,,6,,False
donkey_ge:20745,Le Corbusier ,46.194096,6.167953,donkey_ge,,8,,False
donkey_ge:18512,HEG Tambourine 2,46.175343,6.1390057,donkey_ge,,5,,False
donkey_ge:27271,Gare Meyrin Sud,46.221832,6.0755496,donkey_ge,,5,,False
donkey_ge:29059,Bâtiment Champs,46.207386,6.2115617,donkey_ge,", ",2,,False
donkey_ge:22249,Route de Loëx 3,46.183525,6.098982,donkey_ge,,2,,False
donkey_ge:18552,Pont Mont Blanc S,46.204178,6.149528,donkey_ge,,10,,False
donkey_ge:22254,Bois-de-la-Chapelle 5,46.191467,6.1092067,donkey_ge,,5,,False
donkey_ge:21908,Jean-Sénebier 20,46.196747,6.1486306,donkey_ge,,4,,False
donkey_ge:22171,Rue de la Prulay 11,46.228878,6.079952,donkey_ge,,4,,False
donkey_ge:21462,Rue de Carouge 99 ,46.18837,6.1429753,donkey_ge,", ",8,,False
donkey_ge:21920,Avenue Dumas 33,46.19,6.1586075,donkey_ge,,4,,False
donkey_ge:22178,Piscine de Meyrin,46.235428,6.07149,donkey_ge,,7,,False
donkey_ge:22172,Rue de la Prulay 27,46.229836,6.0787754,donkey_ge,,6,,False
donkey_ge:27921,École Valérie ,46.24311,6.140197,donkey_ge,", ",5,,False
donkey_ge:21993,Terreaux-du-Temple,46.20725,6.1412344,donkey_ge,,5,,False
donkey_ge:21507,Contrat-Social,46.20516,6.123333,donkey_ge,,3,,False
donkey_ge:18595,Uni Mail,46.195232,6.1406655,donkey_ge,", ",15,,False
donkey_ge:18539,Place de l'Octroi 8 ,46.186863,6.142169,donkey_ge,,6,,False
donkey_ge:18542,Terrassières,46.201294,6.1558237,donkey_ge,,6,,False
donkey_ge:28461,Pré Byron,46.220936,6.184299,donkey_ge,,3,,False
donkey_ge:18521,Lyon 100,46.208687,6.124857,donkey_ge,,6,,False
donkey_ge:21869,Saint-Jean 67,46.20641,6.13802,donkey_ge,,5,,False
donkey_ge:18533,Pictet de Rochemont 7,46.202335,6.1576767,donkey_ge,,6,,False
donkey_ge:18593,Temple des Pâquis,46.211647,6.147237,donkey_ge,", ",5,,False
donkey_ge:22360,Le Lyrique,46.201363,6.1424537,donkey_ge,,2,,False
donkey_ge:26378,Place des Nations,46.222565,6.139216,donkey_ge,", ",10,,False
donkey_ge:21940,Rue de Bâle 26,46.213184,6.1491876,donkey_ge,", ",4,,False
donkey_ge:22345,Quai Gustave-Ador 2,46.21132,6.1716776,donkey_ge,,5,,False
donkey_ge:18586,Montchoisy 33,46.204147,6.161756,donkey_ge,,6,,False
donkey_ge:18802,Grand-Pré 21,46.21357,6.136458,donkey_ge,,8,,False
donkey_ge:21906,Jean-Sénebier,46.197975,6.147124,donkey_ge,,3,,False
donkey_ge:19994,Chancy; Soral,46.178535,6.089287,donkey_ge,,5,,False
donkey_ge:23252,Rue des Racettes,46.191227,6.10714,donkey_ge,,3,,False
donkey_ge:21448,Sciences II,46.197823,6.132362,donkey_ge,,10,,False
