nom;matiere;dossier;accoudoir;rev_sol;geometry
Autre;Métal;Oui;Non;Bitume;POINT (2537981.7712944103 1152477.5935721705)
Autre;Métal;Oui;Non;Bitume;POINT (2537980.564368691 1152474.2515118688)
Autre;Métal;Oui;Non;Bitume;POINT (2537975.156395551 1152457.564419106)
Autre;Métal;Oui;Non;Bitume;POINT (2537973.972679047 1152454.1991500536)
Léman;Bois;Oui;Oui;Bitume;POINT (2535676.005457421 1152715.6831667228)
Léman;Bois;Oui;Oui;;POINT (2538258.8013820364 1153040.6306506358)
Léman;Bois;Oui;Oui;Gravillon;POINT (2537096.6954643093 1152685.0381161035)
Spadom;Bois;Oui;Non;Bitume;POINT (2538169.6121362452 1154048.5956246383)
Autre;Métal;Oui;Non;Bitume;POINT (2537695.972639238 1153285.1723592486)
Léman;Bois;Oui;Oui;Bitume;POINT (2539301.6651489413 1152872.3693215477)
Léman;Bois;Oui;Oui;Bitume;POINT (2539347.860629721 1152942.7243309158)
Léman;Bois;Oui;Oui;Bitume;POINT (2539345.7678297926 1153066.445738466)
Lausanne;Bois;Oui;Oui;Bitume;POINT (2536127.2992859473 1152847.2288029278)
Urban;Bois;Oui;Oui;Bitume;POINT (2536158.6418955075 1152529.220897346)
Design 4;Bois;Non;Non;Pavage;POINT (2536309.2757309503 1152607.1468747407)
Béton;Béton;Non;Non;Bitume;POINT (2538168.5511895893 1153858.2970692113)
Léman;Bois;Oui;Oui;Bitume;POINT (2537909.5735978815 1153224.0850023841)
Léman;Bois;Oui;Oui;Pavage;POINT (2536982.691386272 1153831.8537375014)
Léman;Bois;Oui;Oui;Bitume;POINT (2537384.433814297 1153117.6644880758)
Design 4;Bois;Non;Non;Pavage;POINT (2536352.039380892 1152590.342282705)
Design 4;Bois;Non;Non;Pavage;POINT (2536355.378100494 1152589.2143061238)
Design 4;Bois;Non;Non;Pavage;POINT (2536405.8854523976 1152572.3780609227)
Urban;Bois;Oui;Oui;Bitume;POINT (2536625.000497223 1152400.5065624758)
Béton;Béton;Non;Non;Pavage;POINT (2538159.5066999444 1153852.644784245)
Autre;Béton;Non;Non;Pavage;POINT (2536387.907946806 1152155.260931537)
Léman;Bois;Oui;Oui;Bitume;POINT (2537002.9548930805 1151906.202319451)
Léman;Bois;Oui;Oui;Bitume;POINT (2538732.164450748 1152033.4822970866)
Léman;Bois;Oui;Oui;Bitume;POINT (2538461.38599417 1152055.0775841502)
Léman;Bois;Oui;Oui;Bitume;POINT (2538390.7385550574 1153076.3583742373)
Léman;Bois;Oui;Oui;Béton;POINT (2539195.1850342117 1151653.3171007235)
Léman;Bois;Oui;Oui;Bitume;POINT (2539194.4798819814 1151683.286070527)
Léman;Bois;Oui;Oui;Pavage;POINT (2538080.6037896015 1153437.08781224)
Léman;Bois;Oui;Oui;Bitume;POINT (2537856.5857403195 1153683.4503728314)
Léman;Bois;Non;Non;Bitume;POINT (2538332.827928111 1151219.0314706564)
Lausanne;Bois;Oui;Oui;Bitume;POINT (2540119.110744449 1152509.944844948)
Léman;Bois;Oui;Oui;Bitume;POINT (2538889.8541183276 1153297.0710224365)
Léman;Bois;Oui;Oui;(Pas de seléction);POINT (2537611.413124116 1154164.9371303376)
Spadom;Bois;Oui;Non;Pavage;POINT (2536536.560672853 1152027.033118669)
Autre;Béton;Oui;Oui;Gravillon;POINT (2536766.265847603 1152209.53144322)
Design 5;Bois;Oui;Oui;Gravillon;POINT (2536767.3257385865 1152203.4031344668)
Design 5;Bois;Oui;Oui;Gravillon;POINT (2536760.650349538 1152208.1316552337)
Léman;Bois;Oui;Oui;Bitume;POINT (2537107.791671789 1152063.2699649967)
Léman;Bois;Oui;Oui;Bitume;POINT (2539385.531028439 1153315.8582476182)
Léman;Bois;Oui;Oui;Bitume;POINT (2539367.926887863 1153654.0300949225)
Léman;Bois;Oui;Oui;Bitume;POINT (2537043.634850762 1151947.7877204171)
Béton;Béton;;;;POINT (2536863.69242904 1152592.5749360095)
Béton;;;;;POINT (2537344.768251331 1153226.3650708392)
Léman;Bois;Oui;Oui;(Pas de seléction);POINT (2537605.06675404 1154166.7000109144)
Léman;Bois;Oui;Oui;;POINT (2537606.995134796 1152000.4979202165)
Léman;Bois;Oui;Oui;Bitume;POINT (2537558.410162733 1154446.968485779)
Léman;Bois;Oui;Oui;;POINT (2537483.463048624 1152350.4560569865)
Autre;Bois;Non;Non;Gravillon;POINT (2538580.7991449516 1152281.5902983113)
Léman;Bois;Oui;Oui;Bitume;POINT (2538530.1824086667 1151099.1996634565)
Léman;Bois;Oui;Oui;Bitume;POINT (2537582.413738627 1153532.5918674816)
Léman;Bois;Oui;Oui;(Pas de seléction);POINT (2537744.444499632 1152813.799348346)
Léman;Bois;Oui;Oui;Pavage;POINT (2536434.7134690643 1151922.7224427077)
Léman;Bois;Oui;Oui;;POINT (2538004.738991528 1151409.2330665276)
Léman;Bois;Oui;Oui;;POINT (2538056.1461567613 1152891.8931478295)
Léman;Bois;Oui;Oui;Bitume;POINT (2536516.169985369 1152503.944902629)
Léman;Bois;Oui;Oui;;POINT (2537936.830189545 1152781.799304004)
Léman;Bois;Oui;Oui;;POINT (2537344.5493846084 1153226.438239059)
Léman;Bois;Oui;Oui;;POINT (2538141.389155868 1154365.9871670534)
Léman;Bois;Oui;Oui;;POINT (2539607.230796456 1153248.1029680597)
Léman;Bois;Oui;Oui;;POINT (2537418.235029322 1153289.8675226914)
Léman;Bois;Oui;Oui;Bitume;POINT (2539128.1166372076 1152387.5168204156)
Léman;Bois;Oui;Oui;;POINT (2537869.2628262956 1151877.3391282035)
Léman;Bois;Oui;Oui;;POINT (2538306.0521281483 1153538.3386927866)
Léman;Bois;Oui;Oui;Bitume;POINT (2538236.7645191145 1154080.0427631217)
Léman;Bois;Oui;Oui;Bitume;POINT (2538120.53900922 1154494.1142033315)
Léman;Bois;Oui;Oui;;POINT (2537235.771615965 1153342.9280328823)
Léman;Bois;Oui;Oui;Pavage;POINT (2538124.7516726 1152371.2672533875)
Léman;Bois;Oui;Oui;;POINT (2538241.214304148 1152308.9361158747)
Léman;Bois;Oui;Oui;Bitume;POINT (2537242.9034829647 1152029.6645426375)
Léman;Bois;Oui;Oui;(Pas de seléction);POINT (2537744.3122835886 1152809.1056788105)
Léman;Bois;Oui;Oui;Gravillon;POINT (2538186.0650462415 1151712.7374606547)
Léman;Bois;Oui;Oui;Gravillon;POINT (2537564.6329111434 1152018.9199343077)
Léman;Bois;Oui;Oui;;POINT (2537277.1520846034 1153441.5425148893)
Léman;Bois;Oui;Oui;;POINT (2538439.157692104 1151812.1707074514)
Léman;Bois;Oui;Oui;;POINT (2537993.1089269374 1152550.901162277)
Léman;Bois;Oui;Oui;;POINT (2538241.2280585663 1152309.2579929263)
Léman;Bois;Oui;Oui;Pavage;POINT (2538117.112286968 1152694.0170963188)
Léman;Bois;Oui;Oui;Béton;POINT (2536554.1697742087 1152489.001890387)
Léman;Bois;Oui;Oui;;POINT (2537175.7310656714 1153419.8331263917)
Léman;Bois;Oui;Oui;Pavage;POINT (2538118.5448605753 1152693.3850774057)
Léman;Bois;Oui;Oui;Pavage;POINT (2538390.963683171 1152397.669404044)
Léman;Bois;Oui;Oui;Gravillon;POINT (2539136.531247053 1152971.0567041407)
Léman;Bois;Oui;Oui;Pavage;POINT (2538045.7676283694 1152601.0714553334)
Léman;Bois;Oui;Oui;;POINT (2541754.36351205 1154849.8380630857)
Léman;Bois;Oui;Oui;;POINT (2538254.646338429 1152182.1838962445)
Léman;Bois;Oui;Oui;Pavage;POINT (2538120.816944954 1152387.5084651003)
