nom;matiere;dossier;accoudoir;rev_sol;geometry
Léman;Bois;Oui;Oui;Bitume;POINT (2536272.489342321 1152290.1045707306)
Léman;Bois;Oui;Oui;Bitume;POINT (2536235.98427874 1153605.3598502649)
Léman;Bois;Oui;Oui;Bitume;POINT (2537022.91015625 1151897.94921875)
Léman;Bois;Non;Non;Bitume;POINT (2537833.3542797216 1152663.3705451456)
Léman;Bois;Oui;Oui;Pavage;POINT (2538040.470711486 1152399.2249267306)
Léman;Bois;Oui;Oui;Bitume;POINT (2538041.131791703 1152563.8339005818)
Léman;Bois;Oui;Oui;Dalles;POINT (2538139.412383855 1152593.3621502419)
Léman;Bois;Oui;Oui;Dalles;POINT (2538107.3499933663 1152592.3705299173)
Léman;Bois;Oui;Oui;(Pas de seléction);POINT (2538010.5017416812 1152413.4381513796)
Léman;Bois;Non;Non;(Pas de seléction);POINT (2538041.269516746 1152601.4879278995)
Léman;Bois;Non;Non;(Pas de seléction);POINT (2538042.1509570344 1152599.1190571245)
Léman;Bois;Oui;Oui;Pavage;POINT (2538037.7437555925 1152600.4963075751)
Léman;Bois;Non;Non;(Pas de seléction);POINT (2538116.3939379887 1152576.6423297722)
Léman;Bois;Non;Non;(Pas de seléction);POINT (2538117.2019249196 1152574.2918223366)
Léman;Bois;Oui;Oui;Perméable;POINT (2536338.3345940905 1152320.6036120798)
Léman;Bois;Non;Non;(Pas de seléction);POINT (2538119.6258857124 1152573.9245555496)
Léman;Bois;Non;Non;(Pas de seléction);POINT (2538121.9763931483 1152574.3652756938)
Léman;;;;;POINT (2538312.8785581533 1152825.8667473043)
Léman;Bois;Oui;Oui;Perméable;POINT (2536380.1073882245 1152341.626165581)
Spadom (métal);Métal;Oui;Non;Bitume;POINT (2538242.3579388075 1154550.8431178986)
Béton;Béton;Non;Non;Pavage;POINT (2538156.617562265 1153858.6246415232)
Spadom;Bois;Oui;Non;Pavage;POINT (2537097.22202608 1152016.12455368)
Spadom;Bois;Oui;Non;Pavage;POINT (2537106.6978427144 1152010.7406974244)
Béton;Béton;Non;Non;Bitume;POINT (2537160.4437117046 1152215.4397673989)
Béton;Béton;Non;Non;Bitume;POINT (2537195.2360835834 1152096.035645017)
Béton;Béton;Non;Non;Bitume;POINT (2537246.0055323127 1152083.7660857793)
Béton;Béton;Non;Non;Bitume;POINT (2537376.379213429 1152148.9495669769)
Autre;Bois;Oui;Non;Autre;POINT (2537368.7911192616 1152065.7420085843)
Léman;Bois;Oui;Oui;Bitume;POINT (2538161.0178008745 1151619.2560327947)
Spadom;Bois;Oui;Non;Bitume;POINT (2537538.8484129757 1152044.9843554758)
Spadom;Bois;Oui;Non;Bitume;POINT (2537550.144124873 1152040.4661877702)
Léman;Bois;Oui;Oui;Bitume;POINT (2538138.7146944357 1152798.0749240792)
Lausanne;Bois;Oui;Oui;Gravillon;POINT (2538391.482386757 1153927.0838008116)
Design 6;Bois;Oui;Non;Pavage;POINT (2537947.8534780317 1151949.5421023672)
Design 6;Bois;Oui;Non;Pavage;POINT (2537942.88154717 1151951.3177452164)
Spadom;Bois;Oui;Non;Pavage;POINT (2537519.833265579 1152948.6318367708)
Spadom;Bois;Oui;Non;Pavage;POINT (2537509.98855924 1152932.9260440578)
Spadom;Bois;Oui;Non;Pavage;POINT (2537512.7493839706 1152936.9301923676)
Spadom;Bois;Oui;Non;Pavage;POINT (2537517.0239240793 1152944.054563272)
Léman;Bois;Oui;Oui;Bitume;POINT (2538127.6351654017 1152774.007724899)
Léman;Bois;Oui;Oui;Perméable;POINT (2536523.834120583 1152369.1842279432)
Léman;Bois;Oui;Oui;Bitume;POINT (2538151.486929295 1152822.6345467723)
Urban;Bois;Oui;Oui;(Pas de seléction);POINT (2539954.5688688927 1153101.2426700469)
Léman;Bois;Oui;Oui;Gravillon;POINT (2537461.2630469226 1154956.705721139)
Autre;Bois;Non;Non;(Pas de seléction);POINT (2538050.8852257417 1152477.8025747961)
Autre;Bois;Non;Non;(Pas de seléction);POINT (2538089.7183543104 1152474.9331317984)
Léman;Bois;Oui;Oui;Béton;POINT (2537726.0389246154 1151224.154842304)
Design 1;Bois;Non;Non;Bitume;POINT (2538163.2177395024 1154345.0001157925)
Spadom;Bois;Oui;Non;Bitume;POINT (2537750.354792458 1150877.2773622803)
Spadom;Bois;Oui;Non;Bitume;POINT (2537751.6329449485 1150880.3449830608)
Léman;Bois;Non;Non;Bitume;POINT (2538430.820407475 1151419.5767117774)
Spadom;Bois;Oui;Non;Bitume;POINT (2537752.9111003787 1150883.6682379318)
Spadom;Bois;Oui;Non;Bitume;POINT (2537770.549172757 1150888.4402350448)
Spadom;Bois;Oui;Non;Bitume;POINT (2537774.298406734 1150896.2797147639)
Spadom;Bois;Oui;Non;Bitume;POINT (2537777.4348222367 1150894.8322712167)
Spadom;Bois;Oui;Non;Bitume;POINT (2537778.5589120956 1150906.249483262)
Spadom;Bois;Oui;Non;Bitume;POINT (2537781.5411679456 1150904.7157058623)
Spadom;Bois;Oui;Non;Bitume;POINT (2537791.5216024546 1150910.079433942)
Design 1;Bois;Non;Non;Bitume;POINT (2538163.532813225 1154355.2051456554)
Spadom;Bois;Oui;Non;Bitume;POINT (2537791.908642113 1150909.1394185827)
Léman;Bois;Oui;Oui;Perméable;POINT (2536518.714638642 1152367.9860513187)
Léman;Bois;Non;Non;Pavage;POINT (2538104.507348434 1152700.4736722845)
Spadom;Bois;Oui;Non;Bitume;POINT (2537796.663866666 1150912.0148137854)
Spadom;Bois;Oui;Non;Bitume;POINT (2537796.9403214296 1150911.1577402602)
Design 7;Bois;Non;Non;Bitume;POINT (2537802.460433189 1150942.6555631005)
Design 7;Bois;Non;Non;Bitume;POINT (2537791.25457285 1150936.3052502547)
Design 7;Bois;Non;Non;Bitume;POINT (2537787.6793261943 1150930.4886380853)
Spadom;Bois;Oui;Non;Bitume;POINT (2537772.521108417 1150930.4165319274)
Spadom;Bois;Oui;Non;Bitume;POINT (2537773.799274237 1150933.5359283902)
Spadom;Bois;Oui;Non;Bitume;POINT (2537775.1809611674 1150936.5486063496)
Spadom;Bois;Oui;Non;Bitume;POINT (2537851.2468984798 1150935.5944019004)
Spadom;Bois;Oui;Non;Bitume;POINT (2538240.9208139414 1153686.9580472207)
Spadom;Bois;Oui;Non;Bitume;POINT (2537852.854139812 1150931.8721297376)
Spadom;Bois;Oui;Non;Bitume;POINT (2537892.685829474 1150927.6575008354)
Spadom;Bois;Oui;Non;Bitume;POINT (2537904.0892510866 1150927.1959082792)
Spadom;Bois;Oui;Non;Bitume;POINT (2537909.3523669564 1150926.8265990778)
Léman;Bois;Non;Non;Pavage;POINT (2538104.1107003046 1152699.515105971)
Spadom;Bois;Oui;Non;Bitume;POINT (2537915.077157905 1150926.2726154989)
Spadom;Bois;Oui;Non;Bitume;POINT (2537926.388226554 1150924.2874238407)
Spadom;Bois;Oui;Non;Bitume;POINT (2537957.690006782 1150930.0127448915)
Spadom;Bois;Oui;Non;Bitume;POINT (2537976.2495036325 1150936.3843248826)
Spadom;Bois;Oui;Non;Bitume;POINT (2538003.9502494643 1150946.264881107)
Spadom;Bois;Oui;Non;Gravillon;POINT (2537986.3141893246 1150947.0496043882)
Spadom;Bois;Oui;Non;Bitume;POINT (2538256.617367703 1153215.1054367754)
Spadom;Bois;Oui;Non;Gravillon;POINT (2537984.615778002 1150948.4276725738)
Spadom;Bois;Oui;Non;Gravillon;POINT (2537978.5832049237 1150946.4073429746)
Spadom;Bois;Oui;Non;Gravillon;POINT (2537978.1368711647 1150943.8288444993)
Spadom;Bois;Oui;Non;Bitume;POINT (2538060.166618245 1150965.153617493)
Spadom;Bois;Oui;Non;Bitume;POINT (2538088.423475575 1150970.5080172205)
Spadom;Bois;Oui;Non;Bitume;POINT (2538032.9130072906 1150950.090108277)
Spadom;Bois;Oui;Non;Bitume;POINT (2538036.397171022 1150950.8305538562)
Léman;Bois;Oui;Oui;Perméable;POINT (2536527.537575604 1152366.5700243989)
Spadom;Bois;Oui;Non;Bitume;POINT (2538115.5128044244 1150972.424629237)
Spadom;Bois;Oui;Non;Bitume;POINT (2538143.995755287 1150970.8569535415)
Spadom;Bois;Oui;Non;Gravillon;POINT (2538109.3832597863 1150978.9753750889)
Spadom;Bois;Oui;Non;Pavage;POINT (2538428.2677164976 1153043.551730438)
Spadom;Bois;Oui;Non;Gravillon;POINT (2538108.182822895 1150980.73390854)
Spadom;Bois;Oui;Non;Gravillon;POINT (2538101.5487762378 1150980.5532013837)
Spadom;Bois;Oui;Non;Gravillon;POINT (2538100.326016916 1150978.8043410697)
Spadom;Bois;Oui;Non;Gravillon;POINT (2538260.9460101807 1150940.0365796147)
Spadom;Bois;Oui;Non;Gravillon;POINT (2538260.3517991756 1150942.415243409)
Spadom;Bois;Oui;Non;Gravillon;POINT (2538255.252131508 1150944.2645368888)
Spadom;Bois;Oui;Non;Gravillon;POINT (2538253.483556928 1150943.0800314352)
Spadom;Bois;Oui;Non;Bitume;POINT (2538264.1049985946 1150931.6182849596)
Spadom;Bois;Oui;Non;Bitume;POINT (2538292.013049376 1150920.5560283912)
Spadom;Bois;Oui;Non;Bitume;POINT (2538319.6319020614 1150909.9998971352)
Léman;Bois;Oui;Oui;Béton;POINT (2537718.10596202 1151220.4527930932)
Spadom;Bois;Oui;Non;Pavage;POINT (2538430.3749138275 1153046.0348711482)
Spadom;Bois;Oui;Non;Bitume;POINT (2538347.756851623 1150898.5761225799)
Spadom;Bois;Oui;Non;Bitume;POINT (2538375.7349200794 1150887.7240414866)
Spadom;Bois;Oui;Non;Bitume;POINT (2538393.1853838223 1150874.3701067902)
Spadom;Bois;Oui;Non;Bitume;POINT (2538394.952553363 1150872.5260427815)
Spadom;Bois;Oui;Non;Bitume;POINT (2538399.8400038662 1150870.5242206226)
Spadom;Bois;Oui;Non;Bitume;POINT (2538403.1635953453 1150870.4203063915)
Spadom;Bois;Oui;Non;Bitume;POINT (2538422.2999087805 1150869.4302322923)
Spadom;Bois;Oui;Non;Bitume;POINT (2538449.3242297624 1150858.5682774042)
Spadom;Bois;Oui;Non;Bitume;POINT (2538477.49189687 1150848.0701387124)
Spadom;Bois;Oui;Non;Bitume;POINT (2538505.042831251 1150836.7473564362)
Spadom;Bois;Oui;Non;Pavage;POINT (2538420.635874363 1153032.0318927132)
Spadom;Bois;Oui;Non;Gravillon;POINT (2538657.7555200784 1150783.9929673895)
Spadom;Bois;Oui;Non;Gravillon;POINT (2538657.1613093703 1150786.3975134257)
Autre;Bois;Non;Non;Autre;POINT (2538298.490033986 1152669.0717313068)
Autre;Bois;Non;Non;Autre;POINT (2538299.9450129117 1152654.8742000973)
Spadom;Bois;Oui;Non;Gravillon;POINT (2538651.4663774674 1150788.4797417228)
Spadom;Bois;Oui;Non;Gravillon;POINT (2538649.671921718 1150787.2952360339)
Spadom;Bois;Oui;Non;Bitume;POINT (2538663.845756073 1150774.253055123)
Spadom;Bois;Oui;Non;Bitume;POINT (2538681.831008312 1150767.0804472908)
Spadom;Bois;Oui;Non;Bitume;POINT (2538738.510728275 1150744.989130443)
Spadom;Bois;Oui;Non;Gravillon;POINT (2538754.2449374893 1150745.6477384642)
Spadom;Bois;Oui;Non;Gravillon;POINT (2538753.495440356 1150748.104047586)
Spadom;Bois;Oui;Non;Gravillon;POINT (2538747.9816805143 1150750.522746763)
Spadom;Bois;Oui;Non;Pavage;POINT (2538418.618982643 1153023.675226998)
Spadom;Bois;Oui;Non;Gravillon;POINT (2538746.0578162344 1150749.105299657)
Spadom;Bois;Oui;Non;Bitume;POINT (2538765.348561255 1150734.6427188183)
Spadom;Bois;Oui;Non;Bitume;POINT (2538797.1389472024 1150719.7073682782)
Spadom;Bois;Oui;Non;Bitume;POINT (2538802.4292839365 1150715.0891539853)
Spadom;Bois;Oui;Non;Bitume;POINT (2538809.7930793455 1150711.5115643162)
Autre;Bois;Non;Non;Autre;POINT (2538300.067537453 1152654.062475012)
Autre;Bois;Non;Non;Autre;POINT (2538300.2666398324 1152658.9481410917)
Spadom;Bois;Oui;Non;Bitume;POINT (2538818.18546144 1150711.2328599866)
Spadom;Bois;Oui;Non;Bitume;POINT (2538826.63111462 1150713.422077713)
Spadom;Bois;Oui;Non;Bitume;POINT (2538833.4773903424 1150718.8625951938)
Lausanne;Bois;Oui;Oui;Bitume;POINT (2538841.080897703 1153157.3412939382)
Autre;Bois;Oui;Non;Pavage;POINT (2538268.1662734817 1154493.2584426422)
Lausanne;Bois;Oui;Oui;Bitume;POINT (2538800.0575330867 1152682.556547183)
Autre;Béton;Oui;Non;Pavage;POINT (2538781.862735015 1152715.3936061133)
Spadom;Bois;Oui;Non;Pavage;POINT (2539121.1811072454 1152798.1843792791)
Spadom;Bois;Oui;Non;Pavage;POINT (2539117.4172006366 1152795.3085171336)
Léman;Bois;Oui;Oui;Bitume;POINT (2538799.7927577966 1152964.4041686093)
Autre;Bois;Non;Non;Autre;POINT (2538299.2404968 1152658.9481410917)
Spadom;Bois;Oui;Non;Pavage;POINT (2538913.3823323078 1152347.5820525377)
Spadom;Bois;Oui;Non;Pavage;POINT (2538909.9036482438 1152349.2013475215)
Spadom;Bois;Oui;Non;Pavage;POINT (2538901.4279465945 1152353.0750025047)
Spadom;Bois;Oui;Non;Pavage;POINT (2537942.2349193003 1153816.7490604108)
Spadom;Bois;Oui;Non;Pavage;POINT (2538874.4311774992 1152365.3721072206)
Spadom;Bois;Oui;Non;Pavage;POINT (2538889.6407681513 1152358.4644330533)
Spadom;Bois;Oui;Non;Pavage;POINT (2538886.1633198145 1152359.9625393855)
Spadom;Bois;Oui;Non;Pavage;POINT (2538898.0963336336 1152354.5743472795)
Spadom;Bois;Oui;Non;Pavage;POINT (2538877.834688887 1152363.812787308)
Spadom;Bois;Oui;Non;Pavage;POINT (2538921.6517272308 1152343.8209979704)
Spadom;Bois;Oui;Non;Pavage;POINT (2538925.0923469234 1152342.2356023078)
Spadom;Bois;Oui;Non;Pavage;POINT (2538933.8931480893 1152338.2250719997)
Spadom;Bois;Oui;Non;Pavage;POINT (2538937.2491541705 1152336.7292449106)
Spadom;Bois;Oui;Non;Pavage;POINT (2538945.245660969 1152333.007936758)
Spadom;Bois;Oui;Non;Pavage;POINT (2537948.479514658 1153821.0606905841)
Spadom;Bois;Oui;Non;Pavage;POINT (2538948.6723242747 1152331.4718346961)
Spadom;Bois;Oui;Non;Pavage;POINT (2538957.0685030357 1152327.5249951063)
Spadom;Bois;Oui;Non;Pavage;POINT (2538960.4976419294 1152326.075989887)
Spadom;Bois;Oui;Non;Pavage;POINT (2538969.17396501 1152322.0234660057)
Spadom;Bois;Oui;Non;Pavage;POINT (2538972.5749348523 1152320.551189904)
Spadom;Bois;Oui;Non;Bitume;POINT (2538839.452436584 1152395.6270794116)
Béton (assise bois);Bois;Non;Non;Bitume;POINT (2538754.056202839 1152532.22730378)
Béton (assise bois);Bois;Non;Non;Bitume;POINT (2538753.1869632713 1152529.1849210418)
Cercle;Bois;Oui;Non;Bitume;POINT (2538735.7149052923 1152545.0052565406)
Béton (1 place);Béton;Non;Non;Bitume;POINT (2538745.537529309 1152530.6626297117)
Spadom;Bois;Oui;Non;Pavage;POINT (2537938.4257580843 1153811.131711848)
Béton (1 place);Béton;Non;Non;Bitume;POINT (2538743.1905354583 1152533.009603167)
Béton (1 place);Béton;Non;Non;Bitume;POINT (2538739.1421704735 1152534.6279755326)
Béton (1 place);Béton;Non;Non;Bitume;POINT (2538732.3248382797 1152540.485139822)
Béton (assise bois);Bois;Non;Non;Bitume;POINT (2538732.753850522 1152534.5482682178)
Béton;Béton;Non;Non;Pavage;POINT (2538694.006353502 1152533.455410757)
Béton (assise bois);Bois;Non;Non;Pavage;POINT (2538675.824458101 1152529.5751470998)
Béton (assise bois);Bois;Non;Non;Pavage;POINT (2538673.9281678824 1152529.7310015247)
Béton (assise bois);Bois;Non;Non;Pavage;POINT (2538654.8089238247 1152494.031257868)
Design 2;Bois;Oui;Non;Bitume;POINT (2538133.2417023936 1153461.175613936)
Béton (assise bois);Bois;Non;Non;Pavage;POINT (2538655.2898674337 1152491.8531210914)
Lausanne;Bois;Oui;Oui;Bitume;POINT (2538759.9934137957 1152553.7400276824)
Cercle;Bois;Oui;Non;Bitume;POINT (2538523.265938121 1152335.9409170856)
Léman;Bois;Oui;Oui;Perméable;POINT (2536656.722800748 1152477.5647498805)
Léman;Bois;Oui;Oui;Perméable;POINT (2536665.7635880047 1152489.6554412725)
Léman;Bois;Oui;Oui;Perméable;POINT (2536671.209845389 1152516.01532701)
Léman;Bois;Oui;Oui;Perméable;POINT (2536690.4895965275 1152528.9774195836)
Léman;Bois;Oui;Oui;Bitume;POINT (2538164.53615238 1152849.4100752722)
Lausanne;Bois;Oui;Oui;Pavage;POINT (2538351.973913027 1152064.2472709648)
Lausanne;Bois;Oui;Oui;Pavage;POINT (2538347.540585696 1152064.6655609168)
Lausanne;Bois;Oui;Oui;Pavage;POINT (2538234.1554260696 1152036.6206307162)
Lausanne;Bois;Oui;Oui;Pavage;POINT (2538232.5496651903 1152032.8358838418)
Lausanne;Bois;Oui;Oui;Bitume;POINT (2538174.4007099033 1151919.0102370786)
Design 2;Bois;Oui;Non;Bitume;POINT (2538129.7753849765 1153473.228883428)
Béton (assise bois);Bois;Oui;Non;Bitume;POINT (2538481.746198924 1151875.199689052)
Design Tl;Bois;Non;Non;Bitume;POINT (2539037.5520789404 1154977.5980867466)
Design Tl;Bois;Non;Non;Bitume;POINT (2539042.099244657 1154973.5857355904)
Urban;Bois;Oui;Oui;Gravillon;POINT (2540791.8049653075 1154330.3519908127)
Urban;Bois;Oui;Oui;Gravillon;POINT (2540786.8680039695 1154325.6619031434)
Design 8;Bois;Oui;Non;Bitume;POINT (2540464.581186816 1154012.4298518284)
Léman;Bois;Oui;Oui;Perméable;POINT (2536685.479039734 1152528.4327938452)
Design 8;Bois;Oui;Non;Bitume;POINT (2540463.1123082517 1154011.6954136791)
Spadom;Bois;Oui;Non;Pavage;POINT (2540177.671679878 1153963.0633892214)
Spadom;Bois;Oui;Non;Pavage;POINT (2540176.5809989623 1153965.5071357507)
Design 2;Bois;Oui;Non;Bitume;POINT (2538128.908804672 1153476.3800644723)
Lausanne;Bois;Oui;Oui;Bitume;POINT (2540134.6943643764 1153949.1166874259)
Léman;Bois;Oui;Oui;Bitume;POINT (2536153.201538537 1152182.0531097674)
Spadom;Bois;Oui;Non;Bitume;POINT (2540358.201770839 1153862.5880009288)
Spadom;Bois;Oui;Non;Bitume;POINT (2540362.502104326 1153862.786537254)
Urban;Bois;Oui;Oui;Bitume;POINT (2539403.3867513384 1154242.8012969755)
Urban;Bois;Oui;Oui;Bitume;POINT (2539334.9768519057 1154270.3711653843)
Léman;Bois;Oui;Oui;Perméable;POINT (2536698.0054317173 1152529.3041950266)
Léman;Bois;Oui;Oui;Bitume;POINT (2536293.7884513955 1152247.176119314)
Léman;Bois;Oui;Oui;Pavage;POINT (2538195.2202925095 1152393.2104672804)
Design 2;Bois;Oui;Non;Bitume;POINT (2538126.387844671 1153485.2033719586)
Spadom;Bois;Oui;Non;Bitume;POINT (2539239.032036451 1154366.7920870157)
Spadom;Bois;Oui;Non;Bitume;POINT (2539237.4989037784 1154369.9414428067)
Spadom;Bois;Oui;Non;Bitume;POINT (2539229.5951182623 1154389.9142820057)
Spadom;Bois;Oui;Non;Bitume;POINT (2539246.0391154857 1154395.348796707)
Léman;Bois;Oui;Oui;Bitume;POINT (2539602.935322591 1153156.2357487255)
Urban;Bois;Oui;Oui;Bitume;POINT (2539303.5343361767 1154053.5070523978)
Urban;Bois;Oui;Oui;Bitume;POINT (2539295.607526053 1153956.3714731708)
Lausanne;Bois;Oui;Oui;Gravillon;POINT (2539850.303913639 1153873.1126325573)
Lausanne;Bois;Oui;Oui;Gravillon;POINT (2539852.310845332 1153871.4916264014)
Design 9;Bois;Non;Non;Bitume;POINT (2539633.6953105265 1153518.7142372436)
Design 9;Bois;Non;Non;Bitume;POINT (2539631.368777505 1153521.040708609)
Design 2;Bois;Oui;Non;Bitume;POINT (2538125.521266069 1153488.1182155486)
Spadom;Bois;Oui;Non;Bitume;POINT (2539379.411709623 1153054.4799756045)
Design 10;Bois;Oui;Non;Bitume;POINT (2539625.047197815 1153117.7874948634)
Design 10;Bois;Oui;Non;Bitume;POINT (2539621.9690161254 1153119.9421311386)
Léman;Bois;Oui;Oui;Perméable;POINT (2539459.0199483754 1153273.0349320981)
Cercle;Bois;Oui;Non;Bitume;POINT (2539635.359102273 1153111.631424557)
Design 3;Bois;Oui;Non;Bitume;POINT (2538118.8890820597 1153471.212847845)
Design Sallaz;Bois;Oui;Oui;Béton;POINT (2539231.174193802 1153839.531437169)
Design Sallaz;Bois;Non;Non;Béton;POINT (2539242.1915946687 1153828.881443604)
Design Sallaz;Bois;Non;Non;Béton;POINT (2539249.1896228604 1153838.3805462008)
Léman;Bois;Oui;Oui;Perméable;POINT (2536698.8768328982 1152526.2542908918)
Léman;Bois;Oui;Oui;Bitume;POINT (2539353.9072887576 1152709.8003211487)
Design Sallaz;Bois;Oui;Oui;Béton;POINT (2539267.0866054795 1153811.1299101638)
Design Sallaz;Bois;Non;Non;Béton;POINT (2539271.139014314 1153811.357933698)
Design Sallaz;Bois;Oui;Non;Béton;POINT (2539272.8365785913 1153794.0381332547)
Design Sallaz;Bois;Oui;Oui;Béton;POINT (2539306.027831813 1153846.4238318608)
Design Sallaz;Bois;Non;Non;Béton;POINT (2539309.15066318 1153832.7224363664)
Design Sallaz;Bois;Non;Non;Béton;POINT (2539267.1547613125 1153791.0073980384)
Design Sallaz;Bois;Oui;Oui;Béton;POINT (2539251.872680574 1153769.3012902064)
Spadom;Bois;Oui;Non;Pavage;POINT (2538263.4860460265 1154309.3844795572)
Design 3;Bois;Oui;Non;Bitume;POINT (2538119.212857905 1153469.3997430068)
Design Sallaz;Bois;Oui;Non;Béton;POINT (2539254.293824697 1153760.4769213006)
Design Sallaz;Bois;Non;Non;Béton;POINT (2539238.5661011958 1153764.204556372)
Design Sallaz;Bois;Non;Non;Béton;POINT (2539203.0495157856 1153771.545547569)
Design Sallaz;Bois;Non;Non;Béton;POINT (2539258.6181220156 1153747.2471439368)
Léman;Bois;Oui;Oui;Pavage;POINT (2538122.356514273 1152685.8637995052)
Design Sallaz;Bois;Oui;Non;Béton;POINT (2539260.9658761816 1153743.06464754)
Design Sallaz;Bois;Non;Non;Béton;POINT (2539252.9160096906 1153736.1416752622)
Design Sallaz;Bois;Oui;Oui;Béton;POINT (2539248.367966756 1153747.0881760293)
Design Sallaz;Bois;Oui;Non;Béton;POINT (2539241.728669926 1153725.556025508)
Design 3;Bois;Oui;Non;Bitume;POINT (2538119.633763009 1153467.5542593303)
Urban;Bois;Oui;Oui;Bitume;POINT (2536933.4788015457 1151902.277237687)
Léman;Bois;Oui;Oui;Pavage;POINT (2539367.578085625 1155019.4517788275)
Design Sallaz;Bois;Oui;Non;Béton;POINT (2539232.4856303157 1153706.4050727088)
Design Sallaz;Bois;Non;Non;Béton;POINT (2539240.317215928 1153704.731596309)
Design Sallaz;Bois;Oui;Non;Béton;POINT (2539208.5164327435 1153674.6885132228)
Design Sallaz;Bois;Oui;Non;Béton;POINT (2539223.2992294785 1153658.6662784258)
Design Sallaz;Bois;Non;Non;Béton;POINT (2539209.299574438 1153626.6995925736)
Design Sallaz;Bois;Oui;Oui;Béton;POINT (2539200.636742887 1153652.9404452678)
Design Sallaz;Bois;Oui;Oui;Béton;POINT (2539294.38139628 1153873.0374341682)
Léman;Bois;Oui;Oui;Pavage;POINT (2538388.887530464 1152564.241566718)
Design Sallaz;Bois;Oui;Oui;Béton;POINT (2539290.809158254 1153889.9332860499)
Spadom;Bois;Oui;Non;Bitume;POINT (2537466.3907618136 1153771.9425849414)
Design 3;Bois;Oui;Non;Bitume;POINT (2538123.000974825 1153457.0317436045)
Spadom;Bois;Oui;Non;Gravillon;POINT (2540292.381223635 1153794.5866395207)
Béton;Béton;Non;Non;Bitume;POINT (2539865.0049560517 1152733.9016223124)
Lausanne;Bois;Oui;Oui;Bitume;POINT (2539726.615667518 1152922.5089802712)
Autre;Bois;Oui;Non;Bitume;POINT (2539162.1571401223 1151930.8293678525)
Autre;Bois;Oui;Non;Bitume;POINT (2539159.145858077 1151930.1668960545)
Spadom;Bois;Oui;Non;Pavage;POINT (2539364.491978099 1151926.6508006356)
Léman;Bois;Oui;Oui;Bitume;POINT (2539560.2785098315 1153066.7852480998)
Léman;Bois;Oui;Oui;Bitume;POINT (2537592.986336553 1151695.7541145675)
Autre;Bois;Oui;Non;Bitume;POINT (2538131.5807357505 1153452.7254501972)
Béton (assise bois);Bois;Oui;Non;Bitume;POINT (2539044.8126740614 1154704.8413517931)
Spadom;Bois;Oui;Non;Bitume;POINT (2539649.9386714036 1152150.5386697527)
Léman;Bois;Oui;Oui;Perméable;POINT (2536712.7103266534 1152532.5719494568)
Lausanne;Bois;Oui;Non;Autre;POINT (2538077.214002646 1152271.8910357456)
Autre;Pierre;Non;Non;Autre;POINT (2538080.7340219487 1152269.8748128996)
Autre;Bois;Oui;Non;Pavage;POINT (2538052.2510173116 1152259.2835043313)
Autre;Bois;Oui;Non;Pavage;POINT (2538055.018117872 1152251.2684584737)
Lausanne;Bois;Oui;Non;Pavage;POINT (2537915.895082845 1152197.8348293644)
Lausanne;Bois;Oui;Oui;Bitume;POINT (2536080.50062378 1152798.7017657054)
Spadom;Bois;Oui;Non;Bitume;POINT (2537501.6216884432 1153497.9567002833)
Autre;Bois;Non;Non;Dalles;POINT (2537913.5715745506 1152199.6903561398)
Urban;Bois;Oui;Oui;Bitume;POINT (2536905.0860217423 1151814.966344206)
Léman;Bois;Oui;Oui;Perméable;POINT (2539525.1330942702 1155011.8571545542)
Urban;Bois;Oui;Oui;Bitume;POINT (2537933.5860916553 1151618.6031173177)
Lausanne;Bois;Oui;Non;Bitume;POINT (2537574.6315652584 1153697.9534105023)
Lausanne;Bois;Oui;Oui;Pavage;POINT (2538318.08040693 1152720.8765440385)
Autre;Bois;Oui;Non;Bitume;POINT (2538309.5636275625 1152891.7368897046)
Urban;Bois;Oui;Oui;Bitume;POINT (2538160.7106000967 1151842.4514331403)
Urban;Bois;Oui;Oui;Bitume;POINT (2538529.7870277097 1151414.7451724478)
Urban;Bois;Oui;Oui;Bitume;POINT (2538660.3843351663 1151549.3450237697)
Léman;Bois;Oui;Oui;Bitume;POINT (2536475.148448415 1152347.6716878703)
Urban;Bois;Oui;Oui;Bitume;POINT (2538676.1328990282 1151740.2497140553)
Urban;Bois;Oui;Oui;Bitume;POINT (2538500.46119693 1151820.0197569516)
Urban;Bois;Oui;Oui;Bitume;POINT (2538600.597309114 1151923.338949517)
Urban;Bois;Oui;Oui;Bitume;POINT (2538737.9845922077 1151796.745497822)
Urban;Bois;Oui;Oui;Bitume;POINT (2538238.450351919 1154584.1665785334)
Urban;Bois;Oui;Oui;Bitume;POINT (2537023.9229425015 1153184.912446791)
Béton;Béton;Non;Non;Bitume;POINT (2537271.0186369736 1152945.940187751)
Béton;Béton;Non;Non;Bitume;POINT (2537120.739746731 1152325.5960405397)
Autre;Bois;Non;Non;Pavage;POINT (2538226.9739010846 1152345.5365228842)
Autre;Bois;Non;Non;Pavage;POINT (2538258.465416843 1152337.0459797708)
Léman;Bois;Oui;Oui;Bitume;POINT (2536728.83124851 1152423.3200263379)
Autre;Bois;Oui;Non;Pavage;POINT (2538162.6015250077 1152361.6943504505)
Autre;Pierre;Non;Non;Pavage;POINT (2538224.6584214517 1152352.894618493)
Spadom;Bois;Oui;Non;Bitume;POINT (2538165.6905068695 1153046.3313969574)
Autre;Pierre;Non;Non;Pavage;POINT (2538229.0837183204 1152353.4091017449)
